query_id,unit_id,class,gold,gold_year,volatility,request_t_s,version_at_t,unit_snapshot_round,orig_n_pages,orig_evidence_chars,orig_llama8b,orig_llama8b_raw,orig_qwen7b,orig_qwen7b_raw,orig_final,rev_mode,rev_evidence_chars,rev_llama8b,rev_qwen7b,rev_mistral7b,rev_majority,fidelity,in_107,in_57,evidence_pages_fetched_at
p_q_802fd2cb_1,q_802fd2cb@rerun_24h,CONTRADICTED,SRB Veljko Paunović,2023,VOLATILE,401512.16099014133,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5919,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:23:37.196247+00:00|2026-06-13T14:23:39.721434+00:00
p_q_33ca27e1_0,q_33ca27e1@rerun_24h,CONTRADICTED,Frankie Dettori,2023,VOLATILE,545771.5256065661,rerun_24h,rerun_24h,1,1094,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,AS_STATED,1094,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,NO_MAJORITY,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:50:32.314077+00:00
p_q_7810cebf_0,q_7810cebf@rerun_24h,CONTRADICTED,Curt Miller,2023,VOLATILE,560791.9043847197,rerun_24h,rerun_24h,2,2636,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5189,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:39:15.703514+00:00|2026-06-13T15:39:18.103536+00:00
p_q_039dd524_1,q_039dd524@rerun_24h,CONTRADICTED,Michigan,2023,VOLATILE,251062.65295052624,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,7015,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,DIFFERENT,0,0,2026-06-02T17:31:28.221692+00:00|2026-06-13T16:07:37.651222+00:00
p_q_2ac34d0d_1,q_2ac34d0d@rerun_24h,TEMPORALLY_AMBIGUOUS,Ryusei Sakai,2023,VOLATILE,588959.191356715,rerun_24h,rerun_24h,2,2802,VALID_AT_T,"VALID

The evidence mentions the",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,10614,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-05-24T06:52:54.462566+00:00|2026-06-02T17:04:14.268278+00:00|2026-06-02T17:04:16.745947+00:00
p_q_a3b0afc4_2,q_a3b0afc4@rerun_24h,CONTRADICTED,Tyler Bey,2023,VOLATILE,228461.30028519628,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,3083,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,DIFFERENT,0,0,2026-06-02T18:10:35.752473+00:00
p_q_470d2d0f_2,q_470d2d0f@rerun_24h,TEMPORALLY_AMBIGUOUS,Shohei Ohtani,2023,VOLATILE,589504.275528526,rerun_24h,rerun_24h,1,664,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,664,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T14:32:31.615995+00:00
p_q_4e2156f7_3,q_4e2156f7@rerun_24h,UNVERIFIABLE,Pavel Ermolinskij,2023,VOLATILE,321263.82279459276,rerun_24h,rerun_24h,1,2000,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,4824,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T13:37:34.238331+00:00
p_q_feab2243_2,q_feab2243@rerun_24h,TEMPORALLY_AMBIGUOUS,Falco,2023,VOLATILE,422657.8153265548,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence indicates that",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,3246,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T18:01:11.724230+00:00
p_q_80aff2cd_0,q_80aff2cd@rerun_24h,TEMPORALLY_AMBIGUOUS,Ferrari – AF Corse,2023,VOLATILE,468362.4245362268,rerun_24h,rerun_24h,1,617,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,617,INDETERMINATE_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T13:57:29.335398+00:00
p_q_b91d68ca_2,q_b91d68ca@rerun_24h,TEMPORALLY_AMBIGUOUS,José Ortiz,2023,VOLATILE,371441.1672833029,rerun_24h,rerun_24h,1,665,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,665,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T16:46:01.035557+00:00
p_q_a9f6ddd4_2,q_a9f6ddd4@rerun_24h,TEMPORALLY_AMBIGUOUS,Manfred Man Ka-leung,2023,VOLATILE,536817.4251211222,rerun_24h,rerun_24h,1,612,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,612,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T18:16:29.771257+00:00
p_q_7c47387f_2,q_7c47387f@rerun_24h,TEMPORALLY_AMBIGUOUS,Earl 'Peanutt' Montgomery,2023,VOLATILE,585579.0993851854,rerun_24h,rerun_24h,1,1999,VALID_AT_T,"VALID

The evidence lists several",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,3135,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T17:57:21.749437+00:00
p_q_7378baa7_0,q_7378baa7@rerun_24h,TEMPORALLY_AMBIGUOUS,Kevin Burkhardt,2023,VOLATILE,410803.9453297374,rerun_24h,rerun_24h,1,627,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,708,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:39:43.263029+00:00|2026-06-13T14:39:45.882212+00:00
p_q_f0b3ece2_2,q_f0b3ece2@rerun_24h,TEMPORALLY_AMBIGUOUS,HC Braga,2023,VOLATILE,424813.0941941406,rerun_24h,rerun_24h,1,607,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,692,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T16:12:03.768424+00:00|2026-06-13T16:12:06.106393+00:00
p_q_12d05949_0,q_12d05949@rerun_24h,TEMPORALLY_AMBIGUOUS,Ryan Moore,2023,VOLATILE,237774.4879036672,rerun_24h,rerun_24h,2,945,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,945,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T15:14:41.207303+00:00|2026-06-13T15:14:44.588747+00:00
p_q_c0c0cc7f_0,q_c0c0cc7f@rerun_24h,TEMPORALLY_AMBIGUOUS,Danger Mouse,2023,VOLATILE,544181.8098117525,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence mentions Kevin",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,2797,VALID_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T16:17:29.692601+00:00
p_q_ec0efdba_2,q_ec0efdba@rerun_24h,TEMPORALLY_AMBIGUOUS,Pastor Mike Butler,2023,VOLATILE,335496.8834407871,rerun_24h,rerun_24h,1,1142,VALID_AT_T,"VALID

The evidence indicates that",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,1142,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T17:31:36.657464+00:00
p_q_ed789c0a_0,q_ed789c0a@rerun_24h,TEMPORALLY_AMBIGUOUS,Max Verstappen,2023,VOLATILE,475519.3797111888,rerun_24h,rerun_24h,1,219,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,219,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,DIFFERENT,0,0,2026-06-02T17:24:08.851449+00:00
p_q_a9520087_3,q_a9520087@rerun_24h,TEMPORALLY_AMBIGUOUS,Wicked Witch of the West / Miss Gulch,2023,VOLATILE,406169.9589606891,rerun_24h,rerun_24h,1,2000,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,5000,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:49:48.760760+00:00
p_q_71ca7be1_1,q_71ca7be1@rerun_24h,TEMPORALLY_AMBIGUOUS,Maree,2023,VOLATILE,410992.6711139373,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence mentions K",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,5000,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:08:24.764609+00:00
p_q_618650f8_1,q_618650f8@rerun_1h,TEMPORALLY_AMBIGUOUS,Darko Nović,2023,VOLATILE,40403.32582589548,rerun_1h,rerun_1h,1,2000,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,5000,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-12T16:05:40.838821+00:00
p_q_e7073d58_2,q_e7073d58@rerun_24h,CONTRADICTED,34 countries,2022,SINGLE_YEAR,459760.0771044609,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,10002,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-05-21T06:43:49.308108+00:00|2026-06-02T16:44:48.729853+00:00
p_q_10399b97_0,q_10399b97@rerun_24h,TEMPORALLY_AMBIGUOUS,Tatran Prešov,2023,VOLATILE,188353.64592298417,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,2158,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:04:19.355327+00:00
p_q_02665be9_2,q_02665be9@rerun_24h,TEMPORALLY_AMBIGUOUS,The Artful Dodger,2023,VOLATILE,593526.2055273448,rerun_24h,rerun_24h,1,1319,VALID_AT_T,"VALID

The evidence lists Damien",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,1319,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:45:11.496870+00:00
p_q_be7863cd_3,q_be7863cd@rerun_24h,CONTRADICTED,Nature Cat,2023,VOLATILE,391036.60074985295,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,7607,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T15:09:09.098530+00:00|2026-06-13T15:09:11.255602+00:00
p_q_bd8d50a7_3,q_bd8d50a7@rerun_24h,TEMPORALLY_AMBIGUOUS,Josie Baff,2023,VOLATILE,192539.1152245789,rerun_24h,rerun_24h,1,2000,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,4950,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T14:14:21.691597+00:00|2026-06-13T14:14:23.802743+00:00
p_q_58db0825_2,q_58db0825@rerun_24h,TEMPORALLY_AMBIGUOUS,John R. Velazquez,2023,VOLATILE,180134.18530731605,rerun_24h,rerun_24h,1,813,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,872,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:11:42.353975+00:00|2026-06-13T15:11:44.944338+00:00
p_q_39cd95a7_3,q_39cd95a7@rerun_24h,CONTRADICTED,New Orleans,2023,SINGLE_YEAR,405971.61549835233,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,2335,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-05-21T06:42:38.533521+00:00|2026-05-21T06:42:40.162960+00:00|2026-05-21T06:42:40.162960+00:00|2026-06-02T16:44:24.947588+00:00
p_q_145203c8_3,q_145203c8@rerun_24h,TEMPORALLY_AMBIGUOUS,Rene Piechulek,2023,VOLATILE,478686.0639749837,rerun_24h,rerun_24h,1,605,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,605,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T17:26:27.289818+00:00
p_q_d1fc1f80_0,q_d1fc1f80@rerun_24h,TEMPORALLY_AMBIGUOUS,Honolulu,2023,VOLATILE,559183.0012520009,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence mentions the",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,2496,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-05-24T06:53:52.766108+00:00|2026-06-02T17:05:58.232902+00:00
p_q_292449b7_1,q_292449b7@rerun_24h,TEMPORALLY_AMBIGUOUS,Larry Rivelli,2023,VOLATILE,490902.11323102174,rerun_24h,rerun_24h,1,678,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,678,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,SAME,0,0,2026-06-02T17:24:05.771482+00:00
p_q_cfdd4441_0,q_cfdd4441@rerun_24h,CONTRADICTED,Kansas State,2023,VOLATILE,361080.29153963225,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,3633,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T18:17:49.294677+00:00
p_q_8a614432_0,q_8a614432@rerun_24h,CONTRADICTED,Oregon State,2023,VOLATILE,270302.50853503554,rerun_24h,rerun_24h,1,1789,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,1872,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T14:59:41.277445+00:00|2026-06-13T16:07:26.785039+00:00
p_q_b220eed5_0,q_b220eed5@rerun_24h,TEMPORALLY_AMBIGUOUS,Denny Hamlin,2023,VOLATILE,407919.33126172813,rerun_24h,rerun_24h,2,2058,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,2258,VALID_AT_T,VALID_AT_T,,VALID_AT_T,SAME,1,0,2026-05-21T06:43:55.412849+00:00|2026-06-02T16:44:55.527500+00:00|2026-05-21T06:43:57.715391+00:00|2026-06-02T16:44:58.511435+00:00
p_q_d0a493c9_1,q_d0a493c9@rerun_24h,CONTRADICTED,Aleksandar Petrović  Dragan Nikolić  Vasko Atanasov,2023,VOLATILE,205045.9277163338,rerun_24h,rerun_24h,2,2015,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,2015,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T18:20:46.910463+00:00|2026-06-02T18:20:49.379060+00:00
p_q_8b7e079f_0,q_8b7e079f@rerun_24h,TEMPORALLY_AMBIGUOUS,Baltusrol Golf Club,2023,VOLATILE,539517.0018946755,rerun_24h,rerun_24h,2,2367,VALID_AT_T,"VALID

The evidence indicates that",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,AS_STATED,5367,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,NO_MAJORITY,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:53:16.252572+00:00|2026-06-13T14:53:18.897056+00:00
p_q_f0b3ece2_0,q_f0b3ece2@rerun_24h,TEMPORALLY_AMBIGUOUS,HC Braga,2023,VOLATILE,593716.1454907428,rerun_24h,rerun_24h,1,607,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,692,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T16:12:03.768424+00:00|2026-06-13T16:12:06.106393+00:00
p_q_63335fe3_0,q_63335fe3@rerun_24h,CONTRADICTED,Takakeishō,2023,VOLATILE,323516.733969959,rerun_24h,rerun_24h,1,1918,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,1918,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:24:28.402708+00:00
p_q_60703185_3,q_60703185@rerun_24h,TEMPORALLY_AMBIGUOUS,Aroor Arjun Rao,2023,VOLATILE,140231.6727191728,rerun_24h,rerun_24h,1,620,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,620,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-05-21T06:46:54.131488+00:00
p_q_78ed83ff_1,q_78ed83ff@rerun_24h,TEMPORALLY_AMBIGUOUS,Axion Energy Sport,2023,VOLATILE,286077.0874525807,rerun_24h,rerun_24h,1,450,SUPERSEDED_AT_T,SUPERSEDED,INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,450,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,SAME,0,0,2026-06-02T17:04:51.015869+00:00
p_q_f7bf87d7_1,q_f7bf87d7@rerun_24h,TEMPORALLY_AMBIGUOUS,Jagiellonia Białystok,2023,VOLATILE,490016.5922509624,rerun_24h,rerun_24h,1,2000,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,AS_STATED,5000,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,NO_MAJORITY,SAME,0,0,2026-06-13T15:55:33.913190+00:00
p_q_9bcda30d_2,q_9bcda30d@rerun_24h,UNVERIFIABLE,Brandon Hyde,2023,VOLATILE,341589.2044313497,rerun_24h,rerun_24h,1,2000,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,5000,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T14:36:08.829182+00:00
p_q_79f6b4eb_3,q_79f6b4eb@rerun_24h,TEMPORALLY_AMBIGUOUS,57.0,2023,VOLATILE,421318.27787236427,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,2473,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T16:13:21.143183+00:00
p_q_57d1c01a_3,q_57d1c01a@rerun_24h,CONTRADICTED,Gordan Petrić,2023,VOLATILE,493140.315373476,rerun_24h,rerun_24h,1,1512,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,1512,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T17:40:17.413486+00:00
p_q_4ccc0c84_0,q_4ccc0c84@rerun_24h,TEMPORALLY_AMBIGUOUS,19,2023,VOLATILE,201731.81046139958,rerun_24h,rerun_24h,1,397,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,397,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T18:09:46.302031+00:00
p_q_7b41f83f_3,q_7b41f83f@rerun_24h,TEMPORALLY_AMBIGUOUS,South Korea,2023,VOLATILE,542083.5786669365,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,"SUPERSEDED 

The evidence",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,8567,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-05-21T06:44:10.970356+00:00|2026-05-21T06:44:10.970356+00:00|2026-05-24T06:52:30.738877+00:00
p_q_560436e5_2,q_560436e5@rerun_24h,TEMPORALLY_AMBIGUOUS,Liam Palmer,2023,VOLATILE,423388.0435604723,rerun_24h,rerun_24h,1,658,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,658,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T17:18:19.171163+00:00
p_q_134c8d29_3,q_134c8d29@rerun_24h,TEMPORALLY_AMBIGUOUS,Asa Hutchinson,2023,VOLATILE,433554.0026397627,rerun_24h,rerun_24h,2,2802,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,7654,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,NO_MAJORITY,SAME,0,0,2026-06-13T14:33:49.904250+00:00|2026-06-13T14:33:52.190065+00:00
p_q_0c61ace3_3,q_0c61ace3@rerun_24h,CONTRADICTED,Marco Odermatt,2023,VOLATILE,490193.4779826022,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,4561,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T15:35:41.561285+00:00
p_q_75c9b763_1,q_75c9b763@rerun_24h,CONTRADICTED,"9,000,000",2023,VOLATILE,149583.66813401162,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,12006,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-05-24T06:51:20.358049+00:00|2026-06-02T17:02:38.191631+00:00|2026-05-24T06:51:23.511793+00:00|2026-06-02T17:02:41.017632+00:00
p_q_1480c99d_0,q_1480c99d@rerun_24h,CONTRADICTED,Western Dubuque,2023,VOLATILE,471860.6714693952,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,2746,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T14:48:11.384680+00:00
p_q_a3225b4a_0,q_a3225b4a@rerun_24h,TEMPORALLY_AMBIGUOUS,Hlynur Pálmason,2023,VOLATILE,585669.3214053793,rerun_24h,rerun_24h,1,2000,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,2731,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-02T16:45:14.878315+00:00|2026-05-21T06:44:08.172006+00:00|2026-05-21T06:44:08.172006+00:00
p_q_0bf77f06_0,q_0bf77f06@rerun_24h,CONTRADICTED,Dipo Akinyemi,2023,VOLATILE,179615.29023477505,rerun_24h,rerun_24h,1,1196,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,1212,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T17:19:37.209859+00:00|2026-06-02T17:19:38.960064+00:00
p_q_20085526_2,q_20085526@rerun_24h,CONTRADICTED,Christian Walker,2023,VOLATILE,436669.07548375183,rerun_24h,rerun_24h,1,1999,SUPERSEDED_AT_T,"SUPERSEDED 

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,AS_STATED,5000,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T14:27:56.248028+00:00
