query_id,fc_tier,lv_tier,lv_verdict,serving_changed,fresh,fc,lv,fc_wai,lv_wai,fc_suff_llama8b,fc_suff_qwen7b,lv_suff_llama8b,lv_suff_qwen7b,fc_suff_agreed,lv_suff_agreed
p_q_f1c6af26_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8fb47752_2,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_7a065d8f_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_2fafc2f1_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_4882dc27_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_e4dd7c4d_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_adf4be31_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_ecea34ae_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_0c7e44a5_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_37fa4f89_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
p_q_8892bc4b_2,L1,L1,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_7be67437_0,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
p_q_36e2eae5_2,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_3cae62d9_1,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_baf11e36_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_2e0c6ace_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_593f6d73_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_dd9fd589_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_69f7cd76_3,L2,L2,ACCEPT_UNSCORED,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT
q_efe174f0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_14993a2f,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_7c0a6cba,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_63a44892,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_cad562c6,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_617ac749,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_91fe9bbc,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_3ee7411d,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_a8f577f5,L2,miss_rejected,REJECT,1,CORRECT,WRONG,CORRECT,1,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_6aed1558,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_a1c19e16,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_cc86e7a2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_f93213af,L2,miss_rejected,REJECT,1,CORRECT,WRONG,CORRECT,1,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_7dd95f30,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_9432e97c_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_fd2b644e_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_008dbbf5_1,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_cff65f30_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_fc47ce8e_3,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_b6529205_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_8f04e897_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_9ffc1ed9_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_6e543930_1,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_f618e806_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_c9965b56_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_35e41392_1,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_83e37c6e_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_9f07f1e2_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_3a68f125_0,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_2ba29c4f_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_3122ceda_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_2db8b371_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8ea4bd29_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_a867a828_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_e5feb4c8_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_86cdf888_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_4efb2d83_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_5cb9d6ad_2,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_bbdfff0f_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_90cb856a_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_7a2157d8_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_cb9cc202_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_c6b40080_1,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_df1576bb_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_2a87233c_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_dbf0307d_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_3484eada_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_b38e651d_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_c9965b56_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_8f04e897_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_bc586d32_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_ddf45443_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_52507e09_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_30cbc023_2,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_50abcf1d_0,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_2d02fb45_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_746185c8_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_bf2150c7_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_2d2c3ec0_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_98d7f7da_2,L1,L1,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_2d02fb45_1,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_384b354b_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_e3c14282_1,L1,L1,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_41540d4e_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_885ecd41_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8c58ce9c_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_f1b1aa68_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_371cd160_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_f3e7fb13_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_bff7ff01_1,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_06c15fe9_1,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_b8ddab89_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_3582cba5_1,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_3b2d2b15_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_829bbe74_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_4deb87ba_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_450041cf_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_3853dba1_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_a4aacc0f_1,L1,L1,,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_3dd86b7b_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_21593fd1_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_ac141dc0_1,L1,L1,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_3b2665fb_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_bad81eda_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_87ca114c_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_bd3621d0_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_f618e806_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_cd6b4ea7_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_44d9dff7_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_f7de9f4e_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_e32d9c63_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_0263c2b0_2,L1,L1,,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_96b1bf1a_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_bd9e6870_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_c83007d1_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_23265c46_2,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_cd2a5fda_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_df76af12_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_32711fba,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_10c25152,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_e7deca78,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_5f279acb,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_00b36de6,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_fdca6dd5,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_440c74b3,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_4efb2d83,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_0e3fb3ca,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_e3c14282,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_db354b10,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_450e7484,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_09b65984,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_21593fd1,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_e2f9f525,L2,miss_rejected,REJECT,1,CORRECT,WRONG,CORRECT,1,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
