unit_id,base_query_id,base_query,snapshot_round,gold,gold_source,gold_year,volatility,freshness_classes,question_type,mode,n_pages_kept,evidence_chars,old_evidence_chars,old_pages_kept,old_status,request_ids,status_llama8b,status_qwen7b,status_mistral7b,status_pair,status_majority,majority_source
q_80aa22e7@rerun_24h,q_80aa22e7,"What time of day on August 15, 1947 did India become an independent nation?",rerun_24h,12:02 am,freshqa,before 2022,SINGLE_YEAR,TIMELESS,DATED,AS_STATED,3,780,636,1,INDETERMINATE_AT_T,p_q_80aa22e7_3,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_80aff2cd@rerun_24h,q_80aff2cd,Which team took the victory in the latest edition of the 24 Hours of Le Mans race?,rerun_24h,ferrari – af corse,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,617,617,1,JUDGE_DISAGREEMENT,p_q_80aff2cd_0,INDETERMINATE_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_80bc432e@rerun_24h,q_80bc432e,"The ‘Delta Works’ is a series of construction projects in which European country, to protect large areas of land from the sea?",rerun_24h,netherlands,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,605,605,1,JUDGE_DISAGREEMENT,p_q_80bc432e_2,INDETERMINATE_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_811a9dea@rerun_24h,q_811a9dea,Who is the reigning junior women's champion of the U.S. Classic?,rerun_24h,kieryn finnell,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,2,727,597,1,INDETERMINATE_AT_T,p_q_811a9dea_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_827117d8@rerun_24h,q_827117d8,Who trained the winning horse in the most recent United Nations Stakes?,rerun_24h,michael j. maker,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_827117d8_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_829bbe74@rerun_24h,q_829bbe74,What was the kanji of the year in 2021?,rerun_24h,gold,freshqa,before 2022,SINGLE_YEAR,TIMELESS,DATED,AS_STATED,3,7935,2802,2,VALID_AT_T,p_q_829bbe74_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_82aed09c@rerun_24h,q_82aed09c,Who is the most recent winner of the Seiun Award for Best Artist?,rerun_24h,naoyuki kato,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,3668,1999,1,JUDGE_DISAGREEMENT,p_q_82aed09c_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_82fe96e1@rerun_24h,q_82fe96e1,What is the best ever result by an African team at a FIFA World Cup?,rerun_24h,fourth-place,freshqa,2022,SINGLE_YEAR,SLOW,RECURRING_UNMARKED,CURRENT,1,4851,2000,1,VALID_AT_T,p_q_82fe96e1_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_830461c0@rerun_24h,q_830461c0,Who owned the horse that won the last Coronation Stakes?,rerun_24h,aga khan iv,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,624,624,1,JUDGE_DISAGREEMENT,p_q_830461c0_2,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_83607c5d@rerun_24h,q_83607c5d,In which series did Jenson Button most recently compete?,rerun_24h,nascar cup series,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_83607c5d_1|p_q_83607c5d_3,INDETERMINATE_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_83e37c6e@rerun_24h,q_83e37c6e,"""""""The quality of mercy is not strained, It droppeth as the gentle rain from heaven"""" is spoken by which Shakespearean character?""",rerun_24h,"""portia in """"the merchant of venice""""""",triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,4345,2802,2,VALID_AT_T,p_q_83e37c6e_2,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_8463aab3@rerun_24h,q_8463aab3,Who hosted the pregame show for the most recent televised Super Bowl?,rerun_24h,curt menefee,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,723,663,1,JUDGE_DISAGREEMENT,q_8463aab3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_84993503@rerun_24h,q_84993503,Who was the third crew member to join the most recent spaceflight involving Russian cosmonauts to the International Space Station?,rerun_24h,francisco rubio launch,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,1784,1689,1,JUDGE_DISAGREEMENT,p_q_84993503_1|p_q_84993503_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_84d66f3a@rerun_12h,q_84d66f3a,"In golf, what is the amateur equivalent of the Ryder Cup?",rerun_12h,the walker cup,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,750,622,1,JUDGE_DISAGREEMENT,q_84d66f3a,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_84e159d5@rerun_24h,q_84e159d5,Who is the head coach for the team playing at Autzen Stadium?,rerun_24h,dan lanning,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,1,240,240,1,VALID_AT_T,p_q_84e159d5_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_8500b23d@rerun_24h,q_8500b23d,In which country did the most recent FIS Nordic Junior World Ski Championships take place?,rerun_24h,canada,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,655,655,1,JUDGE_DISAGREEMENT,p_q_8500b23d_1,INDETERMINATE_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_85ab1b76@rerun_24h,q_85ab1b76,Who was the trainer of the winning horse in the most recent Prix Ganay race?,rerun_24h,jean-pierre gauvin,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,1345,1345,2,JUDGE_DISAGREEMENT,p_q_85ab1b76_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_86cb82cf@rerun_24h,q_86cb82cf,Into which other war did the War of Jenkins Ear merge?,rerun_24h,war of austrian succession,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,4999,2000,1,JUDGE_DISAGREEMENT,p_q_86cb82cf_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_86cdf888@rerun_24h,q_86cdf888,What is the SI unit of temperature?,rerun_24h,the kelvin,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,1999,1,JUDGE_DISAGREEMENT,p_q_86cdf888_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_86e95f29@rerun_24h,q_86e95f29,Where was the awards night of the most recent Metro Manila Film Festival held?,rerun_24h,new frontier theater,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,637,637,1,INDETERMINATE_AT_T,p_q_86e95f29_0,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_874ffcdd@rerun_24h,q_874ffcdd,Who is the current skip of the team Ben Hebert plays for?,rerun_24h,brendan bottcher,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,672,646,1,INDETERMINATE_AT_T,p_q_874ffcdd_0,INDETERMINATE_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_876bdd3b@rerun_24h,q_876bdd3b,Most of the state of Nevada is in which time zone?,rerun_24h,pacific,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,3819,2000,1,VALID_AT_T,p_q_876bdd3b_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_87ca114c@rerun_24h,q_87ca114c,For which daily newspaper does Frederick Forsyth write?,rerun_24h,daily express,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,770,713,1,VALID_AT_T,p_q_87ca114c_0|p_q_87ca114c_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8853a8be@rerun_24h,q_8853a8be,Which team was the runner-up in the latest Ranji Trophy final?,rerun_24h,bengal,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,4250,2000,1,JUDGE_DISAGREEMENT,p_q_8853a8be_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_885601a2@rerun_24h,q_885601a2,Who owns the horse that claimed victory in the most recent running of the Prix Jean-Luc Lagardère?,rerun_24h,sheikh mohammed obaid al maktoum,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,847,847,2,SUPERSEDED_AT_T,p_q_885601a2_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_885ecd41@rerun_24h,q_885ecd41,"What was the first name of Mr. Braille, who devised a system allowing blind people to read and write?",rerun_24h,louis,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,5000,1999,1,JUDGE_DISAGREEMENT,p_q_885ecd41_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_887b8e3c@rerun_24h,q_887b8e3c,Which player received the most votes for the NBA All-Star game?,rerun_24h,lebron james,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,2,1242,1140,1,INDETERMINATE_AT_T,p_q_887b8e3c_0,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_8892bc4b@rerun_24h,q_8892bc4b,Where was the BBL Trophy Final most recently held?,rerun_24h,glasgow,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,663,652,1,JUDGE_DISAGREEMENT,p_q_8892bc4b_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_88bc6deb@rerun_24h,q_88bc6deb,Who was the Lead for the team that clinched the title at the most recent United States Junior Men's Curling Championship?,rerun_24h,jackson armstrong,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,2059,2059,2,SUPERSEDED_AT_T,q_88bc6deb,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_88f50274@rerun_24h,q_88f50274,Which team currently occupies fourth place in the American League Central?,rerun_24h,chicago white sox,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,2599,2000,1,JUDGE_DISAGREEMENT,p_q_88f50274_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_8a614432@rerun_24h,q_8a614432,What team finished in third place in the most recent NCAA Division I men's soccer tournament?,rerun_24h,oregon state,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,1872,1789,1,SUPERSEDED_AT_T,p_q_8a614432_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_8aa09cab@rerun_24h,q_8aa09cab,Which team's player is the current top scorer of 2. Bundesliga?,rerun_24h,1. fc heidenheim,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,4407,2802,2,SUPERSEDED_AT_T,p_q_8aa09cab_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_8ac2e944@rerun_24h,q_8ac2e944,What was the probability of the most recent NBA draft lottery winner to get the first pick?,rerun_24h,14.0014.00%,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,3642,2000,1,SUPERSEDED_AT_T,p_q_8ac2e944_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8acef480@rerun_24h,q_8acef480,What is the capital city of The Maldives?,rerun_24h,mali,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,641,641,1,JUDGE_DISAGREEMENT,p_q_8acef480_2,INDETERMINATE_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_8af46f37@rerun_24h,q_8af46f37,Who was the recipient of the Eddie Robinson Award?,rerun_24h,jimmy rogers,temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,1,2750,2000,1,JUDGE_DISAGREEMENT,p_q_8af46f37_3,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8b7e079f@rerun_12h,q_8b7e079f,Where was the last Women's PGA Championship held?,rerun_12h,baltusrol golf club,temporal_align_qa,2023,VOLATILE,MEDIUM,HISTORICAL,AS_STATED,2,5367,2367,2,JUDGE_DISAGREEMENT,q_8b7e079f,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_8b7e079f@rerun_24h,q_8b7e079f,Where was the last Women's PGA Championship held?,rerun_24h,baltusrol golf club,temporal_align_qa,2023,VOLATILE,MEDIUM,HISTORICAL,AS_STATED,2,5367,2367,2,JUDGE_DISAGREEMENT,p_q_8b7e079f_0,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_8b83e11f@rerun_24h,q_8b83e11f,Who is the chair of the latest OOPSLA conference?,rerun_24h,vasco vasconcelos,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,10002,2802,2,SUPERSEDED_AT_T,p_q_8b83e11f_0,VALID_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_8bfaeff4@rerun_24h,q_8bfaeff4,Which areas are currently included in California's 48th congressional district?,rerun_24h,2023–present: 300px central and eastern portions of san diego county,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1513,1513,1,VALID_AT_T,p_q_8bfaeff4_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8c58ce9c@rerun_24h,q_8c58ce9c,The Macrocarpa tree is native to what continent?,rerun_24h,north america,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,5178,2000,1,JUDGE_DISAGREEMENT,p_q_8c58ce9c_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_8d51049f@rerun_24h,q_8d51049f,In which division is Westfields F.C. currently playing?,rerun_24h,hellenic league premier division,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,356,356,1,INDETERMINATE_AT_T,p_q_8d51049f_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_8dc147d0@rerun_24h,q_8dc147d0,In what country was the most recent winner of the Nobel Prize for Literature born?,rerun_24h,norway,freshqa,2023,SINGLE_YEAR,SLOW,CURRENT_SEEKING,CURRENT,2,6173,2802,2,SUPERSEDED_AT_T,p_q_8dc147d0_2|p_q_8dc147d0_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_8e1c3bc4@rerun_24h,q_8e1c3bc4,Which player won the Calder Memorial Trophy as the rookie of the year in the National Hockey League?,rerun_24h,matty beniers,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_8e1c3bc4_1,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_8e283b0e@rerun_24h,q_8e283b0e,What is the title of Julian Sands' latest film?,rerun_24h,double soul,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,2666,2000,1,SUPERSEDED_AT_T,q_8e283b0e,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_8ea4bd29@rerun_24h,q_8ea4bd29,In which country is the Great Sandy Desert,rerun_24h,australia,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,219,219,1,JUDGE_DISAGREEMENT,p_q_8ea4bd29_2,VALID_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8ec920df@rerun_24h,q_8ec920df,Which team is placed third in the American League West standings?,rerun_24h,seattle,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,1,2599,2000,1,JUDGE_DISAGREEMENT,p_q_8ec920df_1,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8efe208f@rerun_24h,q_8efe208f,Who was the jockey riding the winning horse in the most recent Rebel Stakes?,rerun_24h,james graham,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,868,813,1,JUDGE_DISAGREEMENT,p_q_8efe208f_0,SUPERSEDED_AT_T,INDETERMINATE_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_8f04e897@rerun_24h,q_8f04e897,In cricket what score is known as 'Nelson'?,rerun_24h,111,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,4999,2000,1,VALID_AT_T,p_q_8f04e897_0|p_q_8f04e897_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_8fb47752@rerun_24h,q_8fb47752,In what city was the person currently acting as the U.S. speaker of house born?,rerun_24h,"gastonia, north carolina",freshqa,2023,SINGLE_YEAR,SLOW,CURRENT_SEEKING,CURRENT,3,4242,2802,2,JUDGE_DISAGREEMENT,p_q_8fb47752_1|p_q_8fb47752_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_8fda5466@rerun_12h,q_8fda5466,Who was the runner-up at the Mitsubishi Electric Championship at Hualalai?,rerun_12h,steven alker nir darren clarke ken tanigawa mike weir,temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,2,1725,1725,2,SUPERSEDED_AT_T,p_q_8fda5466_3,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_90bb4e98@rerun_24h,q_90bb4e98,Who holds the position of director at TG1 right now?,rerun_24h,gian marco chiocci,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,5000,2000,1,INDETERMINATE_AT_T,p_q_90bb4e98_0,VALID_AT_T,INDETERMINATE_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_90cb856a@rerun_24h,q_90cb856a,Which Cornish cheese uses nettles as an ingredient?,rerun_24h,yarg,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,988,988,2,VALID_AT_T,p_q_90cb856a_3,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_91044e4b@rerun_24h,q_91044e4b,What film does Thomas Lennon most recently appear in?,rerun_24h,zoey 102,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,3812,2000,1,SUPERSEDED_AT_T,p_q_91044e4b_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_91a992f1@rerun_24h,q_91a992f1,"Who is currently serving an 86-year sentence at Federal Medical Center, Carswell?",rerun_24h,angela baldwin,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,5011,2000,1,JUDGE_DISAGREEMENT,p_q_91a992f1_1,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_91fe9bbc@rerun_24h,q_91fe9bbc,Who is the current head coach of the Philadelphia Eagles?,rerun_24h,nick sirianni,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,3007,2000,1,VALID_AT_T,q_91fe9bbc,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_92b21278@rerun_24h,q_92b21278,Who is currently serving as Lord Mayor of Cork?,rerun_24h,kieran mccarthy,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,3148,2000,1,SUPERSEDED_AT_T,q_92b21278,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_92bed87f@rerun_24h,q_92bed87f,"Deluded by a legend, Francisco Orellana and Gonzalo Pizarro departed from Ecuador in 1541 in a disastrous expedition towards the Amazon Basin; they did not find any gold or lost cities but Orellana became the first person to navigate the entire Amazon River. What were they seeking?",rerun_24h,el dorado,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,647,647,1,INDETERMINATE_AT_T,p_q_92bed87f_2,INDETERMINATE_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_92dda9c3@rerun_24h,q_92dda9c3,Who is serving as the mayor of Denver?,rerun_24h,michael hancock michael hancock,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,1,226,226,1,INDETERMINATE_AT_T,q_92dda9c3,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_935fff1b@rerun_24h,q_935fff1b,Who was the trainer of the winning horse in the latest edition of the Coronation Stakes?,rerun_24h,dermot weld,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,4245,2000,1,JUDGE_DISAGREEMENT,p_q_935fff1b_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_93aa5399@rerun_24h,q_93aa5399,"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",rerun_24h,charles perrault,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,VALID_AT_T,p_q_93aa5399_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_9432e97c@rerun_24h,q_9432e97c,"Whose likeness did Republicans propose putting on the dime, in 2003?",rerun_24h,ronald reagan's,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,2,7597,2802,2,JUDGE_DISAGREEMENT,p_q_9432e97c_2|p_q_9432e97c_0,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_94939cea@rerun_24h,q_94939cea,Where was the final match of the Macedonian Football Cup held?,rerun_24h,"petar miloševski training centre, skopje",temporal_align_qa,2023,VOLATILE,SLOW,HISTORICAL,AS_STATED,1,1261,1261,1,JUDGE_DISAGREEMENT,p_q_94939cea_0,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_94cb7c4a@rerun_24h,q_94cb7c4a,Where was the USA Gymnastics National Championships held last?,rerun_24h,"san jose, california",temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,1,2042,2000,1,JUDGE_DISAGREEMENT,p_q_94cb7c4a_1,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_96543752@rerun_12h,q_96543752,Who is the current top league goalscorer for HNK Hajduk Split?,rerun_12h,marko livaja,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,q_96543752,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_9654e28e@rerun_24h,q_9654e28e,In which city was the latest BBL Championship Playoff final played?,rerun_24h,london,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,665,665,1,JUDGE_DISAGREEMENT,p_q_9654e28e_3,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_9679dc80@rerun_24h,q_9679dc80,Who is the current cabinet minister in the Ministry of Medical Education (Maharashtra)?,rerun_24h,75px girish mahajan,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,3013,2000,1,JUDGE_DISAGREEMENT,p_q_9679dc80_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_96b1bf1a@rerun_24h,q_96b1bf1a,Who was captain of the England men's cricket team during the 2015 One Day International World Cup?,rerun_24h,eoin) morgan,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,249,249,1,VALID_AT_T,p_q_96b1bf1a_1,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
