base_query_id,base_query,gold_answer,n_aliases,gold_source,original_gold_year,n_requests,volatility,years_annotated,n_years_annotated,latest_annotated_year,years_gap_to_corpus,n_distinct_answer_sets,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year,answer_at_latest_year,freshqa_next_review,freshqa_fact_type,freshqa_false_premise,note
q_7954a9bc,Which film featured the performance that won the most recent Blue Dragon Film Award for Best Supporting Actor?,Smugglers,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,smugglers,,,,24 distinct answer sets across 24 years
q_79d94239,Where in the body would you find rod cells and cone cells,In the eye,2,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_79daac81,How many flights of the Space Launch System have been successfully launched?,1,2,freshqa,2022,2,SINGLE_YEAR,2022,1,2022,4,,,1,,,2024,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='2024', fact_type='slow-changing'"
q_79f6b4eb,How many finalists were there in the most recent Archibald Prize competition?,57.0,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,57.0,,,,14 distinct answer sets across 24 years
q_7a065d8f,Who are the color commentators for the NBA Finals broadcast on national radio?,Doris Burke and P. J. Carlesimo,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,doris burke and p. j. carlesimo,,,,6 distinct answer sets across 24 years
q_7a2157d8,"What possession of 'wild west' star Annie Oakley sold at a 2012 auction for $143,000?",Gun,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_7b41f83f,What is the name of the current co-recipient of the Eddy Choong Player of the Year award?,South Korea,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,south korea,,,,12 distinct answer sets across 24 years
q_7be67437,Who is the current kit manufacturer for Trabzonspor?,Macron,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,macron,,,,9 distinct answer sets across 24 years
q_7c0a6cba,Who is the current representative for Michigan's 8th congressional district?,100px Elissa Slotkin,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,100px dan kildee | 100px elissa slotkin,,,,8 distinct answer sets across 24 years
q_7c47387f,Which character did Walton Goggins most recently portray on television?,Earl 'Peanutt' Montgomery,5,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,baby billy freeman | boyd crowder | cecil stedman | earl 'peanutt' montgomery | jay whittle / the hero,,,,19 distinct answer sets across 24 years
q_7dd95f30,Who hosted BBC Scotland's most recent Hogmanay celebration broadcast?,Edith Bowman Amy Irons,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,edith bowman amy irons,,,,15 distinct answer sets across 24 years
q_7ed2a6d6,Which institution's representative is serving as the current chair of the Russell Group?,Manchester,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,manchester | newcastle,,,,15 distinct answer sets across 24 years
q_7fc62b46,Who owned the horse that won the latest Hong Kong Sprint?,"Cheng Ming Leung, Cheng Yu Tung Et Al",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,"cheng ming leung, cheng yu tung et al",,,,18 distinct answer sets across 24 years
q_801947bd,Which driver claimed victory at the latest Sno*Drift rally?,Canada Brandon Semenuk,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,canada brandon semenuk,,,,14 distinct answer sets across 24 years
q_802fd2cb,Who is the current head coach of C.D. Guadalajara?,SRB Veljko Paunović,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,srb veljko paunović,,,,23 distinct answer sets across 24 years
q_807cdee5,Where is Cambridge City F.C.'s home ground?,"Bridge Road, Histon",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,"bridge road, histon",,,,5 distinct answer sets across 24 years
q_80aa22e7,"What time of day on August 15, 1947 did India become an independent nation?",12:02 am,3,freshqa,before 2022,1,SINGLE_YEAR,before 2022,1,before 2022,,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_80aff2cd,Which team took the victory in the latest edition of the 24 Hours of Le Mans race?,Ferrari – AF Corse,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,10,0,1,1,ferrari – af corse,,,,10 distinct answer sets across 24 years
q_80bc432e,"The ‘Delta Works’ is a series of construction projects in which European country, to protect large areas of land from the sea?",Netherlands,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_811a9dea,Who is the reigning junior women's champion of the U.S. Classic?,Kieryn Finnell,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,kieryn finnell,,,,20 distinct answer sets across 24 years
q_827117d8,Who trained the winning horse in the most recent United Nations Stakes?,Michael J. Maker,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,13,0,1,1,michael j. maker,,,,13 distinct answer sets across 24 years
q_829bbe74,What was the kanji of the year in 2021?,gold,4,freshqa,before 2022,1,SINGLE_YEAR,before 2022,1,before 2022,,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_82aed09c,Who is the most recent winner of the Seiun Award for Best Artist?,Naoyuki Kato,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,13,0,1,1,kenji tsuruta | naoyuki kato,,,,13 distinct answer sets across 24 years
q_82fe96e1,What is the best ever result by an African team at a FIFA World Cup?,fourth-place,3,freshqa,2022,1,SINGLE_YEAR,2022,1,2022,4,,,1,,,2026,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='2026', fact_type='slow-changing'"
q_830461c0,Who owned the horse that won the last Coronation Stakes?,Aga Khan IV,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,aga khan iv,,,,19 distinct answer sets across 24 years
q_83607c5d,In which series did Jenson Button most recently compete?,NASCAR Cup Series,4,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,24 hours of le mans - innovative | imsa sportscar championship - gtp | nascar cup series | nitro rallycross championship,,,,8 distinct answer sets across 24 years
q_83e37c6e,"""""""The quality of mercy is not strained, It droppeth as the gentle rain from heaven"""" is spoken by which Shakespearean character?""","""Portia in """"The Merchant of Venice""""""",2,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_8463aab3,Who hosted the pregame show for the most recent televised Super Bowl?,Curt Menefee,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,curt menefee,,,,12 distinct answer sets across 24 years
q_84993503,Who was the third crew member to join the most recent spaceflight involving Russian cosmonauts to the International Space Station?,Francisco Rubio Launch,3,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,francisco rubio landing | francisco rubio launch | loral o'hara,,,,24 distinct answer sets across 24 years
q_84d66f3a,"In golf, what is the amateur equivalent of the Ryder Cup?",The Walker Cup,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_84e159d5,Who is the head coach for the team playing at Autzen Stadium?,Dan Lanning,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,dan lanning,,,,6 distinct answer sets across 24 years
q_8500b23d,In which country did the most recent FIS Nordic Junior World Ski Championships take place?,Canada,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,canada,,,,20 distinct answer sets across 24 years
q_85ab1b76,Who was the trainer of the winning horse in the most recent Prix Ganay race?,Jean-Pierre Gauvin,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,jean-pierre gauvin,,,,16 distinct answer sets across 24 years
q_86cb82cf,Into which other war did the War of Jenkins Ear merge?,War of Austrian Succession,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_86cdf888,What is the SI unit of temperature?,The Kelvin,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_86e95f29,Where was the awards night of the most recent Metro Manila Film Festival held?,New Frontier Theater,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,11,0,1,1,new frontier theater,,,,11 distinct answer sets across 24 years
q_874ffcdd,Who is the current skip of the team Ben Hebert plays for?,Brendan Bottcher,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,brendan bottcher,,,,9 distinct answer sets across 24 years
q_876bdd3b,Most of the state of Nevada is in which time zone?,Pacific,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_87ca114c,For which daily newspaper does Frederick Forsyth write?,Daily Express,12,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_8853a8be,Which team was the runner-up in the latest Ranji Trophy final?,Bengal,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,bengal,,,,20 distinct answer sets across 24 years
q_885601a2,Who owns the horse that claimed victory in the most recent running of the Prix Jean-Luc Lagardère?,Sheikh Mohammed Obaid Al Maktoum,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,sheikh mohammed obaid al maktoum,,,,20 distinct answer sets across 24 years
q_885ecd41,"What was the first name of Mr. Braille, who devised a system allowing blind people to read and write?",LOUIS,5,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_887b8e3c,Which player received the most votes for the NBA All-Star game?,LeBron James,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,lebron james,,,,7 distinct answer sets across 24 years
q_8892bc4b,Where was the BBL Trophy Final most recently held?,Glasgow,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,glasgow,,,,14 distinct answer sets across 24 years
q_88bc6deb,Who was the Lead for the team that clinched the title at the most recent United States Junior Men's Curling Championship?,Jackson Armstrong,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,jackson armstrong,,,,18 distinct answer sets across 24 years
q_88f50274,Which team currently occupies fourth place in the American League Central?,Chicago White Sox,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,chicago white sox,,,,5 distinct answer sets across 24 years
q_8a614432,What team finished in third place in the most recent NCAA Division I men's soccer tournament?,Oregon State,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,oregon state,,,,16 distinct answer sets across 24 years
q_8aa09cab,Which team's player is the current top scorer of 2. Bundesliga?,1. FC Heidenheim,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,1. fc heidenheim,,,,24 distinct answer sets across 24 years
q_8ac2e944,What was the probability of the most recent NBA draft lottery winner to get the first pick?,14.0014.00%,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,14.0014.00%,,,,16 distinct answer sets across 24 years
q_8acef480,What is the capital city of The Maldives?,Mali,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_8af46f37,Who was the recipient of the Eddie Robinson Award?,Jimmy Rogers,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,jimmy rogers,,,,22 distinct answer sets across 24 years
q_8b7e079f,Where was the last Women's PGA Championship held?,Baltusrol Golf Club,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,13,0,1,1,baltusrol golf club,,,,13 distinct answer sets across 24 years
q_8b83e11f,Who is the chair of the latest OOPSLA conference?,Vasco Vasconcelos,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,vasco vasconcelos,,,,23 distinct answer sets across 24 years
q_8bfaeff4,Which areas are currently included in California's 48th congressional district?,2023–present: 300px Central and eastern portions of San Diego county,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,2013–2023 300px coastal orange county | 2023–present: 300px central and eastern portions of san diego county,,,,6 distinct answer sets across 24 years
q_8c58ce9c,The Macrocarpa tree is native to what continent?,North America,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_8d51049f,In which division is Westfields F.C. currently playing?,Hellenic League Premier Division,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,hellenic league premier division,,,,7 distinct answer sets across 24 years
q_8dc147d0,In what country was the most recent winner of the Nobel Prize for Literature born?,Norway,1,freshqa,2023,2,SINGLE_YEAR,2023,1,2023,3,,,1,,,occasionally,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='occasionally', fact_type='slow-changing'"
q_8e1c3bc4,Which player won the Calder Memorial Trophy as the rookie of the year in the National Hockey League?,Matty Beniers,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,matty beniers,,,,24 distinct answer sets across 24 years
q_8e283b0e,What is the title of Julian Sands' latest film?,Double Soul,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,double soul | seneca – on the creation of earthquakes,,,,24 distinct answer sets across 24 years
q_8ea4bd29,In which country is the Great Sandy Desert,Australia,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_8ec920df,Which team is placed third in the American League West standings?,Seattle,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,seattle,,,,6 distinct answer sets across 24 years
q_8efe208f,Who was the jockey riding the winning horse in the most recent Rebel Stakes?,James Graham,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,james graham,,,,21 distinct answer sets across 24 years
q_8f04e897,In cricket what score is known as 'Nelson'?,111,3,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_8fb47752,In what city was the person currently acting as the U.S. speaker of house born?,"Gastonia, North Carolina",2,freshqa,2023,2,SINGLE_YEAR,2023,1,2023,3,,,1,,,occasionally,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='occasionally', fact_type='slow-changing'"
q_8fda5466,Who was the runner-up at the Mitsubishi Electric Championship at Hualalai?,Steven Alker NIR Darren Clarke Ken Tanigawa Mike Weir,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,steven alker nir darren clarke ken tanigawa mike weir,,,,22 distinct answer sets across 24 years
q_90bb4e98,Who holds the position of director at TG1 right now?,Gian Marco Chiocci,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,gian marco chiocci | monica maggioni,,,,17 distinct answer sets across 24 years
q_90cb856a,Which Cornish cheese uses nettles as an ingredient?,Yarg,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_91044e4b,What film does Thomas Lennon most recently appear in?,Zoey 102,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,zoey 102,,,,24 distinct answer sets across 24 years
q_91a992f1,"Who is currently serving an 86-year sentence at Federal Medical Center, Carswell?",Angela Baldwin,4,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,10,0,1,0,aafia siddiqui | angela baldwin | marius mason | shannon richardson,,,,10 distinct answer sets across 24 years
q_91fe9bbc,Who is the current head coach of the Philadelphia Eagles?,Nick Sirianni,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,nick sirianni,,,,5 distinct answer sets across 24 years
q_92b21278,Who is currently serving as Lord Mayor of Cork?,Kieran McCarthy,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,kieran mccarthy,,,,24 distinct answer sets across 24 years
q_92bed87f,"Deluded by a legend, Francisco Orellana and Gonzalo Pizarro departed from Ecuador in 1541 in a disastrous expedition towards the Amazon Basin; they did not find any gold or lost cities but Orellana became the first person to navigate the entire Amazon River. What were they seeking?",El Dorado,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_92dda9c3,Who is serving as the mayor of Denver?,Michael Hancock Michael Hancock,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,michael hancock michael hancock | mike johnston mike johnston,,,,6 distinct answer sets across 24 years
q_935fff1b,Who was the trainer of the winning horse in the latest edition of the Coronation Stakes?,Dermot Weld,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,dermot weld,,,,16 distinct answer sets across 24 years
q_93aa5399,"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",CHARLES PERRAULT,5,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_9432e97c,"Whose likeness did Republicans propose putting on the dime, in 2003?",Ronald Reagan's,2,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_94939cea,Where was the final match of the Macedonian Football Cup held?,"Petar Miloševski Training Centre, Skopje",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,"petar miloševski training centre, skopje",,,,14 distinct answer sets across 24 years
q_94cb7c4a,Where was the USA Gymnastics National Championships held last?,"San Jose, California",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,"san jose, california",,,,18 distinct answer sets across 24 years
q_96543752,Who is the current top league goalscorer for HNK Hajduk Split?,Marko Livaja,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,marko livaja,,,,22 distinct answer sets across 24 years
q_9654e28e,In which city was the latest BBL Championship Playoff final played?,London,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,london,,,,6 distinct answer sets across 24 years
q_9679dc80,Who is the current cabinet minister in the Ministry of Medical Education (Maharashtra)?,75px  Girish Mahajan,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,75px girish mahajan,,,,14 distinct answer sets across 24 years
q_96b1bf1a,Who was captain of the England men's cricket team during the 2015 One Day International World Cup?,Eoin) MORGAN,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_96dff6da,What month and year did Bitcoin reach its peak value?,November 2021,3,freshqa,2021,1,SINGLE_YEAR,2021,1,2021,5,,,1,,,frequently,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='frequently', fact_type='slow-changing'"
q_9713cc4c,What club does Lewandowski play for?,Barcelona,3,freshqa,2022,1,SINGLE_YEAR,2022,1,2022,4,,,1,,,occasionally,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='occasionally', fact_type='slow-changing'"
q_97b198d0,In which European Cup competition is Gloucester Rugby participating?,Champions Cup,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,champions cup,,,,5 distinct answer sets across 24 years
q_97cbd451,Loves Rental Styles is an anagram of which famous actor?,Sylvester Stallone,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
