query_id,audits,base_query_id,base_query,paraphrase,gold_source,gold_year,freshness_class,label_llama8b,label_qwen7b,judges_agree,reused_existing,existing_verdict,final_label
p_q_94939cea_0,mixed_age_400,q_94939cea,Where was the final match of the Macedonian Football Cup held?,What was the site of last minute matches in Macedonian Football Cup?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_3ac69f62_0,mixed_age_400,q_3ac69f62,Who is the current representative serving as the member of the legislative assembly for Pelabuhan Klang?,Who currently holds the seat in Assembly of Pelabuhan Klang?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_70ab2a41_3,mixed_age_400,q_70ab2a41,Who is the current champion of the Italian National Time Trial Championships in the women's category?,Can you tell me the name of the women's champion in Italy during the National Time Trial Championships?,temporal_align_qa,2023,SLOW,SAME,SAME,1,1,SAME,SAME
p_q_1ed44863_1,mixed_age_400,q_1ed44863,Who is the current representative for Louisiana's 4th congressional district?,Which individual holds the 4th congressional district in Louisiana?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_97b198d0_3,mixed_age_400,q_97b198d0,In which European Cup competition is Gloucester Rugby participating?,At which sporting event is Gloucester Rugby scheduled to compete in the European Cup?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_c26ddee2_1,mixed_age_400,q_c26ddee2,What position does the most recent Michigan Wolverines baseball MLB player play?,What is the present position of the Michigan Wolverines baseball player?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_baf11e36_1,mixed_age_400,q_baf11e36,Which party does the current second deputy speaker of the Parliament of Finland represent?,The same party who currently appoints the second deputy speaker of Finland's Parliament?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_19e1347b_1,mixed_age_400,q_19e1347b,Where was the most recent Opening Day game for the Los Angeles Angels held?,Where did the last Los Angeles Angels Opening Day game take place?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_18279081_1,mixed_age_400,q_18279081,Who currently serves as the speaker of the Alaska House of Representatives?,Can you provide information about the speaker of the Alaska House of Representatives?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_79daac81_2,mixed_age_400,q_79daac81,How many flights of the Space Launch System have been successfully launched?,How many launches have been made by the Space Launch System?,freshqa,2022,SLOW,SAME,SAME,1,0,,SAME
p_q_9654e28e_3,mixed_age_400,q_9654e28e,In which city was the latest BBL Championship Playoff final played?,What was the case scenario for the BBL Championship PlayOff final in which city?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_82fe96e1_2,mixed_age_400,q_82fe96e1,What is the best ever result by an African team at a FIFA World Cup?,"As far as an African team is concerned, which squad had the best finish in a global FIFA World Cup?",freshqa,2022,SLOW,SAME,SAME,1,0,,SAME
p_q_aa6288cd_3,mixed_age_400,q_aa6288cd,Who is currently supplying kits for Bristol City F.C.?,Which organisations are furnishing the kits for Bristol City F.C. today?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_57bc7dc8_2,mixed_age_400,q_57bc7dc8,Which brand and model of motorcycle won the Baja 500?,What is the title held by which motorcycle to win the Baja 500?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_ff4e04a5_0,mixed_age_400,q_ff4e04a5,What conference is the Penn Quakers men's ice hockey team competing in?,At which conference does the Penn Quakers men's ice hockey team take part?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_e811a942_0,mixed_age_400,q_e811a942,Who is the current kit manufacturer of St Helens R.F.C.?,"The current producer of kits for St Helens R.F.C. is known, who?",temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_13dd3bf9_1,mixed_age_400,q_13dd3bf9,Who is the current British champion in triple jump for men?,What individual is the current British triple jump winner for men?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_f1176491_2,mixed_age_400,q_f1176491,Who is the current member of the Legislative Assembly for Subang Jaya constituency?,Who has become the Legislative Assembly member for the Subang Jaya constituency?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_9679dc80_2,mixed_age_400,q_9679dc80,Who is the current cabinet minister in the Ministry of Medical Education (Maharashtra)?,"In the Ministry of Medical Education (Maharashtra), who is serving as the minister in cabinet?",temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_3f541a35_3,mixed_age_400,q_3f541a35,Which university is hosting the ongoing UAAP season?,Which university is putting on the current UAAP season?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_9edf5bd2_1,mixed_age_400,q_9edf5bd2,Who is the Treasurer of the Commonwealth of Pennsylvania?,Who officially serves as the Treasurer of the Commonwealth of Pennsylvania?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_88f50274_0,mixed_age_400,q_88f50274,Which team currently occupies fourth place in the American League Central?,Which team is currently in 4th place at the American League Central level?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_a84da252_0,mixed_age_400,q_a84da252,Which event was won most recently at Silverstone in the Formula One World Championship?,What event was last won in the Formula One World Championship at Silverstone?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_3ee7411d_0,mixed_age_400,q_3ee7411d,Who is the current bench coach for the St. Louis Cardinals?,Who is the bench coach for the St. Louis Cardinals?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_9713cc4c_3,mixed_age_400,q_9713cc4c,What club does Lewandowski play for?,In which football club does Lewandowski currently serve as a player?,freshqa,2022,SLOW,SAME,SAME,1,0,,SAME
p_q_b37330f1_1,mixed_age_400,q_b37330f1,Who is the current manager of the New York Mets?,The manager of the New York Mets is who?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_226ccc1f_3,mixed_age_400,q_226ccc1f,What is the latest release by Soulfly?,What is the newest song released by Soulfly?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_3c3ee393_2,mixed_age_400,q_3c3ee393,Who is the current member of the Legislative Assembly for Lesser Slave Lake?,Who is currently serving in the Legislative Assembly of Lesser Slave Lake?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_acfe9269_0,mixed_age_400,q_acfe9269,"If you have insomnia, what can't you do?",What are the odds of getting dormant sleep?,triviaqa,,TIMELESS,UNCLEAR,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_0c3fca22_0,mixed_age_400,q_0c3fca22,What is the name of the index of average daily prices on the New York Stock Exchange?,Which ip sees the estimates of average wages on New York Stock Exchange?,triviaqa,,TIMELESS,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_49493ec6_0,mixed_age_400,q_49493ec6,What is the SI unit of resistance?,How is resistance measured in the standard instrument?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_ae57c718_2,mixed_age_400,q_ae57c718,Which composer wrote the operas 'The Flying Dutchman' and 'Parsifal'?,"What is the name of sybil whom you was inspired to pen both ‘The Flying Dutchman’ and, others are called simply 'Parsifal?‘ They respectively employ jazz singer Fionca Richie on trumpet, but were writing solo parts?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_b38e651d_0,mixed_age_400,q_b38e651d,What air mattress genericized trademark is a portmanteau of its two-word description?,I notice there's this generic air mattress which doubles as a two worded word mark for the system being advertised. Which of it is actually actualy Air quality?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_18c91502_2,mixed_age_400,q_18c91502,"""What is a synonym for """"irritable""""?""","What a counterpart to """"sour cursory skills'?""",triviaqa,,TIMELESS,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_a05e5c8b_2,mixed_age_400,q_a05e5c8b,"In nature, what are active, dormant and extinct?","Which kinds of creatures can be found in the wild, dormant or eumorphic state?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_86cb82cf_1,mixed_age_400,q_86cb82cf,Into which other war did the War of Jenkins Ear merge?,What was the alternative combat mission that had conflicting claims in other Korean conflicts like the War of Jenkins Ear?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_50e17bb5_0,mixed_age_400,q_50e17bb5,"Lee Marvin had a number one hit record with 'Wanderin' Star' in 1970, but which actor had a minor hit with the flipside - 'I Talk To The Trees'?","Who was the candidate behind Lee Marvin's 1980 smash hit called 'Wanderin' Star' which was shortly succeeded by FIBO-SI, Later World War?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_93aa5399_1,mixed_age_400,q_93aa5399,"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",From whom does the series Contes de ma mere l'Oye 'Reinventor' de Nancy Patrick Shipley publish?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_f1839167_1,mixed_age_400,q_f1839167,Who wrote 'She' and 'King Solomon's Mines'?,Who penned the literary works of 'She' and a famous poem named recitations for gold?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_caf45aad_2,mixed_age_400,q_caf45aad,How many Imperial gallons of beer are in a firkin?,What is the refrigerated capacity of a pint of beer in US dollars?,triviaqa,,TIMELESS,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_9432e97c_2,mixed_age_400,q_9432e97c,"Whose likeness did Republicans propose putting on the dime, in 2003?","In 2003, which man with the likeness was proposed to Republicans as a billboard in 2013.",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_2d02fb45_3,mixed_age_400,q_2d02fb45,The Tyrol is a region in which mountain range?,In what physical structure does the Tyrol consist of as walls?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_a867a828_3,mixed_age_400,q_a867a828,How many points would you get for the word Scrabble in a game of Scrabble?,"In a Scrabble tournament, what would be the total points awarded for incorporating an element of SCRAGBAG?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_2b247cc4_0,mixed_age_400,q_2b247cc4,"Commissioned by Queen Victoria in memory of her husband, in which Royal park would you find the Albert Memorial?","Where is the specific location of the Albert Memorial, inaugurated by Queen Victoria as a tribute to her husband (deembolismus)?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_e5feb4c8_0,mixed_age_400|heldout_400,q_e5feb4c8,You get nothing for a pair was a Bruce Forsyth catchphrase in which programme,"The programmer Bruce Forsyth had been writing, ""You get nothing for a pair.",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_92bed87f_2,mixed_age_400,q_92bed87f,"Deluded by a legend, Francisco Orellana and Gonzalo Pizarro departed from Ecuador in 1541 in a disastrous expedition towards the Amazon Basin; they did not find any gold or lost cities but Orellana became the first person to navigate the entire Amazon River. What were they seeking?","In quest for a new vessel during their epic journey from Ecuador to the Amazon Basin, Francisco Orellana and Gonzalo Pizarro set out on an unlikely expedition under mysterious circumstances. Without abundant gold or deserted cities, how did these characters become so familiar with life that even Tom Partridge was seen passing through the pond?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_10c25152_1,mixed_age_400,q_10c25152,Who was appointed the first woman cabinet minister in the UK?,Which is the first female member set to become a woman cabinet minister in an ALL-IreLAND Cabinet?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_0e3fb3ca_0,mixed_age_400,q_0e3fb3ca,"What famous event for daredevils happens in Pamplona, Spain?","Which salacious occasion is usually linked to those who adore violence in Pamplona, Spain?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_a05e5c8b_0,mixed_age_400,q_a05e5c8b,"In nature, what are active, dormant and extinct?","Which types of living organisms exist in the wild, dormant and non-living natural forces?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_dcf1f4d4_0,mixed_age_400,q_dcf1f4d4,The Briish Airways subsidiary BA Connect was sold to which other airline?,"Is BA Connect, which brand of British Airways shares have been sold to?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_c7b2bccd_3,mixed_age_400,q_c7b2bccd,Who was the personal architect of Hitler and Minister of Armaments and War Production in Nazi Germany during the Second World War?,"President Hitler's personal builder, who was the PM of Nazi Germany for twelve years (1952–Now)?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_ec7fa565_2,mixed_age_400,q_ec7fa565,Logophobia is the abnormal fear of what?,If Logophobia are fear and logophobic what am I?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_5f279acb_2,mixed_age_400,q_5f279acb,Which city was the capital of California the year it became a state?,Name a capital during California's statehood.,freshqa,before 2022,TIMELESS,SAME,SAME,1,0,,SAME
p_q_c96939e7_1,mixed_age_400,q_c96939e7,"In the 'Harry Potter' books, 'Hogwarts school' has four houses, 'Gryffindor', 'Slytherin' and 'Ravenclaw' are three, what is the fourth?","Q.1. What is the house in question? In 'Harry Potter' book HWU's: 2 are houses 1 and 2, respectively there were four Hogwart girls with Gryffindor, Slytherin&Ravenclaw... 4.",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_ff48fd09_1,mixed_age_400,q_ff48fd09,In language the term ellipsis refers to missing/omitted what?,Which point does the ellipse indicate in terms of missing or eliminating?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_97cbd451_1,mixed_age_400,q_97cbd451,Loves Rental Styles is an anagram of which famous actor?,Which famous actor holds an AE or HITS of Loves Rental Styles?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_34965476_1,mixed_age_400,q_34965476,When did Elon Musk officially become Twitter's owner?,"When did Elon Musk acquis, in the momentous incident that acquired Twitter?",freshqa,2022,TIMELESS,SAME,SAME,1,0,,SAME
p_q_01db3ce8_0,mixed_age_400,q_01db3ce8,Who partnered Robert Palmer as lead vocalist in the 1970'sband 'Vinegar Joe'?,Who was the guitar leading expert of 'Vinegar Joe' during their 1970 reunion with Robert Palmer?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_ddf45443_2,mixed_age_400,q_ddf45443,Which North Sea port lies at the mouth of the Riyer Esk?,What is the name of the port located at the Riyer Esk-Midpoint?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_62a24122_1,mixed_age_400,q_62a24122,Who won the 2020 Formula 1 world driver's championship?,Which participant was declared the first-ever winner of the 2020 F1.,freshqa,before 2022,TIMELESS,SAME,SAME,1,0,,SAME
p_q_d23799e5_0,mixed_age_400,q_d23799e5,What was the last number one by The Jam,What was the final tenth peak number of The Jam?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_2dc6d84a_3,mixed_age_400,q_2dc6d84a,Horatio Nelson lost his arm in an abortive attack on which island?,Which island lost its arm in an afghanistan attack carried out by Horatio Nelson?,triviaqa,,TIMELESS,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_5026a65e_2,mixed_age_400,q_5026a65e,"Appointed in 2012, who is the President of the Fifth French Republic?",The year 2012 saw the appointment of the President of France. Who was it?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_16e427cd_0,mixed_age_400,q_16e427cd,In which capital city is the Tivoli amusement park?,What is the name of the national capital that includes Tivoli?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_9acafca8_1,mixed_age_400,q_9acafca8,"""What is the media nickname of Viktor Bout, a Russian arms dealer who was said to be the inspiration for Nicolas Cage's character in the 2005 film """"Lord of War""""?""","""In the movie ""Lord of War"" in 2005, Viktor Bout portrays himself as a Russian arms dealer' what is his media collure?""",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_e2e6d6d8_3,mixed_age_400,q_e2e6d6d8,"Which Russian city reverted to its former name, Nizhniy Novgorod, in 1990?",What is the name of the Russian city that was officially renamed Nizhniy Novgorod in 1991?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_0c4788f0_0,mixed_age_400,q_0c4788f0,Welsh singer Michael Barratt is better known by which name?,"Borrowing credit only, what is Welsh singer Michael Barratt nicknamed?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_80aa22e7_3,mixed_age_400,q_80aa22e7,"What time of day on August 15, 1947 did India become an independent nation?","During which hour on August 15, 1947 did India set up its political system?",freshqa,before 2022,TIMELESS,SAME,SAME,1,0,,SAME
p_q_56e02d43_1,mixed_age_400,q_56e02d43,Along what tectonic plate boundary were yeti crabs first discovered?,At what place did the first yeti crabs originate?,freshqa,before 2022,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_6a00b156_3,mixed_age_400,q_6a00b156,"Of these sedimentary rocks, which one is not organic, being instead 'clastic'?","Identify the particular rock species that is classified as ""clastic"" rather than organic and sedimentary.",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_29032ea3_1,mixed_age_400,q_29032ea3,"In which city would you find the following; Aventine, Caelian, Capitoline, Esquiline, Palatine, Quirinal and Viminal?","Among Aventine, Caelian, Capitoline; Esquiline, Palatine (Paris), Quirinal, and Viminal (Cannery) is there the final city. Which one of them will you describe?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_3d46fcdf_1,mixed_age_400,q_3d46fcdf,Which artistic movement was founded around 1920 in Russia and was associated with Naum Gabo and Antoine Pevsner?,What artist/stitcher group was associated with Naum Gabo and Antoine Pevsner circa 1920 in Russia?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_9d2666a3_1,mixed_age_400,q_9d2666a3,On which river does Derby stand?,Which river serves as the road to Derby?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_e9fd2fb4_0,mixed_age_400,q_e9fd2fb4,"""""""The Blockheads"""" released a new album in 2009 after nine years' silence. Who used to be their frontman?""","The blockheads, who was their frontman for nine years, made a fresh album in 2009.",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_579c926b_1,mixed_age_400,q_579c926b,Which American invented the computer mouse whilst working at the Stamford Research Institute in 1964?,"During the time when Steve Jobs developed his computer mouse in 1964 at the Stamford Research Institute, who was the mastermind behind it?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_0b649394_1,mixed_age_400,q_0b649394,The War of Jenkins' Ear was part of which bigger war?,Which offensive was part of the War of Jenkins' Ear?,triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_3e5fda75_0,mixed_age_400,q_3e5fda75,What is the capital of Cambodia?,What is the name of the city that governs in Cambodia?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_80bc432e_2,mixed_age_400,q_80bc432e,"The ‘Delta Works’ is a series of construction projects in which European country, to protect large areas of land from the sea?","Among European countries, which nation had its own set of initiatives known as the 'Delta Works' in order to preserve vast areas of land from rough seas.",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_df76af12_1,mixed_age_400,q_df76af12,Two shipping forecast areas touch the coast of Denmark: German Bight and which other?,Is the CoastRest of Denmark included in any pre-arrival shipping forecast two different areas: German Bight and which other?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_389476c5_1,mixed_age_400,q_389476c5,How often are the Oberammergau Passion Plays held?,What is the timing of viewing the Oberammergau Passion Plays?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_4ee9519a_1,mixed_age_400,q_4ee9519a,Although it can come in colourless varieties what is the usual colour of the drink Absinthe?,"Although Absinthe doesn't have any particular colour, what is the representative color of any given drink?",triviaqa,,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_4987dd97_3,mixed_age_400,q_4987dd97,"French mariner, Jacques Cartier, left home in 1534 to sail across the Atlantic, to explore which river?","What was the purpose of Jacques Cartier's journey across America in 1534, as he made leave to travel eastward to learn about a particular river on The Atlantic?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_d6104cc3_1,mixed_age_400,q_d6104cc3,Samantha Murray won GB's final medal of the 2012 Olympics in which sport?,Which sport in 2012 was the target of GB's most recent medal win: Samantha Murray?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_0c4788f0_1,mixed_age_400,q_0c4788f0,Welsh singer Michael Barratt is better known by which name?,Welsh Singer: Michael Barratt's most popular nickname is what?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_3237dda9_3,mixed_age_400,q_3237dda9,What is the heraldic term for right?,"In a heraldic expression, what is the appropriate term for right?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_5f279acb_0,mixed_age_400,q_5f279acb,Which city was the capital of California the year it became a state?,"When California was made a state, which city became its capital?",freshqa,before 2022,TIMELESS,SAME,SAME,1,0,,SAME
p_q_d8b1d102_2,mixed_age_400,q_d8b1d102,What is another name for a wildebeest?,What is a name for . another wildebeest?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_fc47ce8e_0,mixed_age_400,q_fc47ce8e,On what date did the Berlin Wall fall?,What's the time period when the Berlin Wall fell?,freshqa,before 2022,TIMELESS,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_c1695ecb_0,mixed_age_400,q_c1695ecb,Who were the Celtic-speaking peoples living in France and Belgium during Roman times?,Who were the tribal people utilizing Celtic language during the Roman era in France and Belgium?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_65d75670_0,mixed_age_400,q_65d75670,"""What is the occupation of the title character in """"Finnegan's Wake"""" by James Joyce?""","What is the role played by a title character to James Joyce in ""Finnegan's Wake?""",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_da1c81d6_0,mixed_age_400,q_da1c81d6,"Who was Archbishop of Canterbury during the reigns of Henry VIII and Edward VI, was then imprisoned for over two years and burnt at the stake for heresy?","Which individual, who held the position of Archbishop of Canterbury at the crossroads between Henry VIII and Edward VI and was later imprisoned for heresy and burned alive?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_79d94239_2,mixed_age_400,q_79d94239,Where in the body would you find rod cells and cone cells,In which area of the body can rod cells exist and on which line a cone cell could exist?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_87ca114c_0,mixed_age_400,q_87ca114c,For which daily newspaper does Frederick Forsyth write?,Which daily newspaper is the editorial vehicle for Frederick Forsyth's style and content?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_876bdd3b_3,mixed_age_400,q_876bdd3b,Most of the state of Nevada is in which time zone?,Which central time zone does the majority of Nevada's population live in?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_21593fd1_3,mixed_age_400|heldout_400,q_21593fd1,"""The album """"Good Girl Gone Bad"""" was the number 1 selling album in the UK in 2009 with sales of 1.5 million. Who was the singer?""","Who performed the vocals on the UK number one album ""Good Girl Gone Bad,"" which had 1.5 million copies sold in 2009?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_64800213_3,mixed_age_400,q_64800213,Which woman was the singer with Jefferson Airplane?,Which female vocalist worked with Jefferson Airplane during the flight?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_5ad30881_0,mixed_age_400,q_5ad30881,"In 1967, the Republic of Biafra declared independence from which country?",When and to what extent was independence declared by the Republic of Biafra in 1967?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_2761fdfe_1,mixed_age_400,q_2761fdfe,"The story of Joseph featuring the coat of many colours, appears in which book of the Bible?",What book of the Bible has an account about Joseph exhibiting his characteristic coat of multiple colors?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_16e427cd_2,mixed_age_400,q_16e427cd,In which capital city is the Tivoli amusement park?,Which capital city houses the Tivoli amusements park?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_44d9dff7_0,mixed_age_400,q_44d9dff7,At which battle of 1403 did Henry 'Hotspur' Percy die?,Can you recall which battle of 1403 ended in the death of Henry 'Hotspur' Percy?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_9ea9bc19_3,mixed_age_400,q_9ea9bc19,What is the national park in Wyoming covering 3350 square miles that was opened in 1872?,Which Wyoming state created a national park in 1872 that has an area of 3350 sq mi?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_0f14ed28_1,mixed_age_400,q_0f14ed28,Fernando Alonso drives for which F1 team?,Which team is Fernando Alonso currently driving for in Formula One?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_d63bf68a_0,mixed_age_400,q_d63bf68a,What is kitchen tin foil made from?,What materials are used to make kitchen tin foil?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_8acef480_2,mixed_age_400,q_8acef480,What is the capital city of The Maldives?,Which is the capital city of The Maldives?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_6f15c777_2,mixed_age_400,q_6f15c777,In which country is Mdina Glass made?,What country is Mdina Glass's production from?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_0a45943e_0,mixed_age_400,q_0a45943e,Carl XVI Gustav became king of which European country in September 1973?,In which European country did Carl XVI Gustav get crowned as ruler in September 1973?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_6c6fbf05_2,mixed_age_400,q_6c6fbf05,"What award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio win together?","Which award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio collectively accomplish?",freshqa,before 2022,TIMELESS,SAME,SAME,1,0,,SAME
p_q_9d330418_0,mixed_age_400,q_9d330418,In which decade of the 20th century were the first Academy Awards (Oscars) ceremony?,When did the first Academy Awards ceremony (Oscars) happen in the 20th Century?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_e32d9c63_3,mixed_age_400|heldout_400,q_e32d9c63,What is the name of the US river which flows between St. Paul and Minneapolis?,What's the name of this US river between St. Paul and Minneapolis?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_bcbdf06e_1,mixed_age_400,q_bcbdf06e,"On which English motorway can you find services called Baldock, Wetherby and Washington?","Which motorway in England has services such as Baldock, Wetherby and Washington?",triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_f63307b3_3,mixed_age_400,q_f63307b3,Who invented the ferris wheel?,Who was responsible for inventing the ferris wheel?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_c3300be7_3,mixed_age_400,q_c3300be7,Who was appointed captain of Great Britain's Davis Cup team in 2006?,Who captained the Great Britain team for the Davis Cup in 2006?,triviaqa,,TIMELESS,SAME,SAME,1,0,,SAME
p_q_5b78283a_3,mixed_age_400,q_5b78283a,What is the hometown of the most recent Miss Arkansas winner?,Where is Miss Arkansas's win-placed 2012 recipient originally from?,temporal_align_qa,2023,FAST,SAME,SAME,1,0,,SAME
