audit,query_id,query,gold,fc,t,in_S,arms,sttl_k1_8_present
mixed_age_400,p_q_f1839167_1,Who penned the literary works of 'She' and a famous poem named recitations for gold?,H Rider Haggard,TIMELESS,379958.77128642646,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_caf45aad_2,What is the refrigerated capacity of a pint of beer in US dollars?,Nine,TIMELESS,385156.05392327765,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9432e97c_2,"In 2003, which man with the likeness was proposed to Republicans as a billboard in 2013.",Ronald Reagan's,TIMELESS,336985.62366638426,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_2d02fb45_3,In what physical structure does the Tyrol consist of as walls?,Alps,TIMELESS,408575.31044603325,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_a867a828_3,"In a Scrabble tournament, what would be the total points awarded for incorporating an element of SCRAGBAG?",14,TIMELESS,478486.98890466406,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_2b247cc4_0,"Where is the specific location of the Albert Memorial, inaugurated by Queen Victoria as a tribute to her husband (deembolismus)?",Kensington Gardens,TIMELESS,41056.36801519571,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e5feb4c8_0,"The programmer Bruce Forsyth had been writing, ""You get nothing for a pair.",Play Your Cards Right,TIMELESS,447404.0777633174,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_92bed87f_2,"In quest for a new vessel during their epic journey from Ecuador to the Amazon Basin, Francisco Orellana and Gonzalo Pizarro set out on an unlikely expedition under mysterious circumstances. Without abundant gold or deserted cities, how did these characters become so familiar with life that even Tom Partridge was seen passing through the pond?",El Dorado,TIMELESS,413986.9953627944,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_10c25152_1,Which is the first female member set to become a woman cabinet minister in an ALL-IreLAND Cabinet?,Margaret Bondfield,TIMELESS,594975.3846509696,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0e3fb3ca_0,"Which salacious occasion is usually linked to those who adore violence in Pamplona, Spain?",Running of the Bulls,TIMELESS,433141.83760241274,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_a05e5c8b_0,"Which types of living organisms exist in the wild, dormant and non-living natural forces?",Volcanoes,TIMELESS,491434.2511335695,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_dcf1f4d4_0,"Is BA Connect, which brand of British Airways shares have been sold to?",Flybe.,TIMELESS,424747.69291481876,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c7b2bccd_3,"President Hitler's personal builder, who was the PM of Nazi Germany for twelve years (1952–Now)?",ALBERT SPEER,TIMELESS,291607.6731124948,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_ec7fa565_2,If Logophobia are fear and logophobic what am I?,Words,TIMELESS,162085.89976605293,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_5f279acb_2,Name a capital during California's statehood.,San Jose,TIMELESS,482064.0202753477,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c96939e7_1,"Q.1. What is the house in question? In 'Harry Potter' book HWU's: 2 are houses 1 and 2, respectively there were four Hogwart girls with Gryffindor, Slytherin&Ravenclaw... 4.",'HUFFLEPUFF',TIMELESS,347814.3908806754,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_ff48fd09_1,Which point does the ellipse indicate in terms of missing or eliminating?,Words,TIMELESS,221470.2567684971,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_97cbd451_1,Which famous actor holds an AE or HITS of Loves Rental Styles?,Sylvester Stallone,TIMELESS,181518.51656280857,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_34965476_1,"When did Elon Musk acquis, in the momentous incident that acquired Twitter?","Oct 27, 2022",TIMELESS,383429.4216464215,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_01db3ce8_0,Who was the guitar leading expert of 'Vinegar Joe' during their 1970 reunion with Robert Palmer?,ELKIE BROOKS,TIMELESS,431327.355596378,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_ddf45443_2,What is the name of the port located at the Riyer Esk-Midpoint?,WHITBY,TIMELESS,512764.81422837713,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_62a24122_1,Which participant was declared the first-ever winner of the 2020 F1.,Lewis Hamilton,TIMELESS,362714.2603519837,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d23799e5_0,What was the final tenth peak number of The Jam?,Beat Surrender,TIMELESS,131499.18992758822,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_2dc6d84a_3,Which island lost its arm in an afghanistan attack carried out by Horatio Nelson?,TENERIFE,TIMELESS,533660.1345737842,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_5026a65e_2,The year 2012 saw the appointment of the President of France. Who was it?,Francois Hollande,TIMELESS,80783.30520089912,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_16e427cd_0,What is the name of the national capital that includes Tivoli?,Copenhagen,TIMELESS,515920.6366906276,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9acafca8_1,"""In the movie ""Lord of War"" in 2005, Viktor Bout portrays himself as a Russian arms dealer' what is his media collure?""",Merchant of Death,TIMELESS,572232.3899108341,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e2e6d6d8_3,What is the name of the Russian city that was officially renamed Nizhniy Novgorod in 1991?,Gorky,TIMELESS,304879.0124717942,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0c4788f0_0,"Borrowing credit only, what is Welsh singer Michael Barratt nicknamed?",Shakin' Stevens,TIMELESS,372238.025683707,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_80aa22e7_3,"During which hour on August 15, 1947 did India set up its political system?",12:02 am,TIMELESS,165170.42056933412,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_56e02d43_1,At what place did the first yeti crabs originate?,Pacific-Antarctic Ridge,TIMELESS,378895.8936146837,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_6a00b156_3,"Identify the particular rock species that is classified as ""clastic"" rather than organic and sedimentary.",Shale,TIMELESS,539347.2449419033,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_29032ea3_1,"Among Aventine, Caelian, Capitoline; Esquiline, Palatine (Paris), Quirinal, and Viminal (Cannery) is there the final city. Which one of them will you describe?",Rome,TIMELESS,241116.09818039375,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3d46fcdf_1,What artist/stitcher group was associated with Naum Gabo and Antoine Pevsner circa 1920 in Russia?,Constructivism,TIMELESS,287687.0085571702,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9d2666a3_1,Which river serves as the road to Derby?,DERWENT,TIMELESS,92355.23520518793,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e9fd2fb4_0,"The blockheads, who was their frontman for nine years, made a fresh album in 2009.",Ian Drury,TIMELESS,506024.90346236824,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_579c926b_1,"During the time when Steve Jobs developed his computer mouse in 1964 at the Stamford Research Institute, who was the mastermind behind it?",DOUGLAS ENGLEBART,TIMELESS,421749.84107133537,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0b649394_1,Which offensive was part of the War of Jenkins' Ear?,Austrian Succession,TIMELESS,264054.5322172053,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3e5fda75_0,What is the name of the city that governs in Cambodia?,PHNOM PENH,TIMELESS,197892.91361356678,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_80bc432e_2,"Among European countries, which nation had its own set of initiatives known as the 'Delta Works' in order to preserve vast areas of land from rough seas.",Netherlands,TIMELESS,256844.08916045318,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_df76af12_1,Is the CoastRest of Denmark included in any pre-arrival shipping forecast two different areas: German Bight and which other?,Fisher,TIMELESS,381703.21066305705,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_389476c5_1,What is the timing of viewing the Oberammergau Passion Plays?,EVERY TEN YEARS,TIMELESS,220250.2017221992,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_4ee9519a_1,"Although Absinthe doesn't have any particular colour, what is the representative color of any given drink?",GREEN,TIMELESS,584781.6011045085,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_4987dd97_3,"What was the purpose of Jacques Cartier's journey across America in 1534, as he made leave to travel eastward to learn about a particular river on The Atlantic?",ST. LAWRENCE,TIMELESS,371571.4204201981,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d6104cc3_1,Which sport in 2012 was the target of GB's most recent medal win: Samantha Murray?,(WOMEN'S) MODERN PENTATHLON,TIMELESS,517355.2452705897,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0c4788f0_1,Welsh Singer: Michael Barratt's most popular nickname is what?,Shakin' Stevens,TIMELESS,345662.181078623,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3237dda9_3,"In a heraldic expression, what is the appropriate term for right?",Dexter,TIMELESS,40367.30811420543,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_5f279acb_0,"When California was made a state, which city became its capital?",San Jose,TIMELESS,114997.42803480501,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d8b1d102_2,What is a name for . another wildebeest?,Gnu,TIMELESS,509805.1743560446,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_fc47ce8e_0,What's the time period when the Berlin Wall fell?,"Nov 9, 1989",TIMELESS,397630.89649460686,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c1695ecb_0,Who were the tribal people utilizing Celtic language during the Roman era in France and Belgium?,Gauls,TIMELESS,314309.9821414578,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_65d75670_0,"What is the role played by a title character to James Joyce in ""Finnegan's Wake?""",Hod carrier,TIMELESS,510629.6420460865,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_da1c81d6_0,"Which individual, who held the position of Archbishop of Canterbury at the crossroads between Henry VIII and Edward VI and was later imprisoned for heresy and burned alive?",Thomas Cranmer,TIMELESS,580567.9119349171,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_79d94239_2,In which area of the body can rod cells exist and on which line a cone cell could exist?,In the eye,TIMELESS,578704.9422309714,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_87ca114c_0,Which daily newspaper is the editorial vehicle for Frederick Forsyth's style and content?,Daily Express,TIMELESS,294675.38444990624,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_876bdd3b_3,Which central time zone does the majority of Nevada's population live in?,Pacific,TIMELESS,437796.3645372685,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_21593fd1_3,"Who performed the vocals on the UK number one album ""Good Girl Gone Bad,"" which had 1.5 million copies sold in 2009?",RIHANNA,TIMELESS,292635.4243837733,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_64800213_3,Which female vocalist worked with Jefferson Airplane during the flight?,Grace Slick,TIMELESS,216145.13865891518,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_5ad30881_0,When and to what extent was independence declared by the Republic of Biafra in 1967?,NIGERIA,TIMELESS,464607.0234976398,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_2761fdfe_1,What book of the Bible has an account about Joseph exhibiting his characteristic coat of multiple colors?,Genesis,TIMELESS,380509.53422858426,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_16e427cd_2,Which capital city houses the Tivoli amusements park?,Copenhagen,TIMELESS,588206.2902092943,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_44d9dff7_0,Can you recall which battle of 1403 ended in the death of Henry 'Hotspur' Percy?,Shrewsbury,TIMELESS,566111.5801496521,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9ea9bc19_3,Which Wyoming state created a national park in 1872 that has an area of 3350 sq mi?,Yellowstone National Park,TIMELESS,400922.1082708677,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0f14ed28_1,Which team is Fernando Alonso currently driving for in Formula One?,Scuderia FERRARI,TIMELESS,395388.3712811708,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d63bf68a_0,What materials are used to make kitchen tin foil?,Aluminium,TIMELESS,134943.291346165,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_8acef480_2,Which is the capital city of The Maldives?,Mali,TIMELESS,256167.91123637493,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_6f15c777_2,What country is Mdina Glass's production from?,MALTA,TIMELESS,301648.9667916994,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0a45943e_0,In which European country did Carl XVI Gustav get crowned as ruler in September 1973?,Sweden,TIMELESS,573497.1547197915,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_6c6fbf05_2,"Which award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio collectively accomplish?",Turing Award,TIMELESS,603758.8728051484,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9d330418_0,When did the first Academy Awards ceremony (Oscars) happen in the 20th Century?,1920s,TIMELESS,347373.8014262111,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e32d9c63_3,What's the name of this US river between St. Paul and Minneapolis?,Mississippi,TIMELESS,330125.1755674778,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_bcbdf06e_1,"Which motorway in England has services such as Baldock, Wetherby and Washington?",M1,TIMELESS,122079.04087143153,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_f63307b3_3,Who was responsible for inventing the ferris wheel?,George Washington Ferris,TIMELESS,489232.597089509,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c3300be7_3,Who captained the Great Britain team for the Davis Cup in 2006?,John Lloyd,TIMELESS,150101.98937841525,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_34965476,When did Elon Musk officially become Twitter's owner?,"Oct 27, 2022",TIMELESS,256171.82598689955,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_04a7276c,What type of bird is a ptarmigan?,Grouse,TIMELESS,197064.8470970297,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_c6b40080,Which bird of the pigeon family was found in huge numbers in North America until the 19th century but then went into decline due to hunting and became extinct in 1914?,Passenger pigeon,TIMELESS,300225.0736063954,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_6bd3b3c9,What is the main spirit in a Margarita?,Tequila,TIMELESS,74545.13350616118,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_84d66f3a,"In golf, what is the amateur equivalent of the Ryder Cup?",The Walker Cup,TIMELESS,44870.10004747821,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_ad306b01,During which conflict was the battle of Blenheim fought?,War of the Spanish Succession,TIMELESS,157569.26643474144,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_caa2a1ae,"Hatha, Jnana, Bhakti and Karma are all branches of which activity?",Yoga,TIMELESS,242636.15082178736,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_c4cf23ca,What is the most populous city in Chile?,Santiago,TIMELESS,268331.6203977099,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_384b354b,"As at 2012 Nisiyama Onsen Keiunkan, a hot spring hotel in Hayakawa, Yamanashi, Japan, is officially regarded as being what world-record-holding business?",Oldest,TIMELESS,272797.70182887476,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_04a0842f,In what city did the first successful heart transplant from a pig to a human patient take place?,Baltimore,TIMELESS,139938.1608306363,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_a93676a9,Which Irish musician released a 1988 album entitled ‘Watermark’?,Enya,TIMELESS,41242.486581442354,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_5fb43c16,"Whose March 31, 1994 appearance on Late Show with David Letterman resulted in the episode becoming the most censored in American network television talk-show history for obvious reasons?",Madonna,TIMELESS,173707.41472739898,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_eb3db942,Which company developed Overwatch?,Blizzard Entertainment,TIMELESS,117762.12743267702,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_b1bd705b,In which English county is the town of Wells-next-the- Sea?,NORFOLK,TIMELESS,234502.05579395866,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_5b78283a_3,Where is Miss Arkansas's win-placed 2012 recipient originally from?,Stuttgart,FAST,366657.06811983243,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_498e07da_0,Which political party is considered the 42nd congressional district of New York?,100px Brandon Williams,SLOW,441071.3202677113,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_ba85b69b,Who is the current kit manufacturer of Al-Arabi SC (Qatar)?,Puma,SLOW,145358.3756445286,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e2133b50_0,Can you identify the Argentinean who took on the role of director at the New York Philharmonic in 1970?,Daniel Barenboim,TIMELESS,281305.2608989151,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_1eee07b1,What is the title of the documentary narrated by Stephen Mangan?,Artist of the Year,MEDIUM,54109.18408655162,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_177880b1_1,Who coaches the Washington Mystics?,Eric Thibault,MEDIUM,412762.94883004535,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_25f44bbf_1,Who is President of the Union (Jewish Student Association)?,Joel Rosen,FAST,296323.0464570699,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_4ef6bd87,Who is the current president of Lake Erie College?,Brian Posler,SLOW,37347.790731853405,True,fresh|on|off|sttl_k1_8,1
heldout_400,p_q_6d00c75f_2,When will week 11 of jordan be observed?,"Wed, Mar 22 – Fri, Apr 21",FAST,581443.132811173,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_84993503_1,Russian cosmonauts have revealed who was the third male member to journey from Deep House. Can you provide information on their names and location?,Francisco Rubio Launch,FAST,308778.30978527135,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_134739ad_3,Who led the winning Baja 1000 4x bike equimienicnic boat team?,Bryce Menzies Andy McMillin Tavo Vildósola,FAST,134833.0835328173,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_e52c4939_0,Which contestant from Los Alamitos Futurity is considered the best?,Wynstock,FAST,274367.52673355234,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_359f65e2_2,What is the name of the cinematic masterpiece that got an Academy Award recognition?,Everything Everywhere All at Once,FAST,125319.38745600988,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_7954a9bc_0,Which movie received the Best Supporting Actor award at this point in time?,Smugglers,FAST,248354.6175332074,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_fa771a57_3,Who held the belt of recently established Kikuka-sh?,U Carrot Farm,FAST,316551.6426828752,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_c7e889d2_1,"What is the label or chorus that has given awards, either Grammy Award-winning Instrumental Or A Cappella to a music artist for Best Song at an Artvârvâr State Arts Festival?","Magnus Lindgren, John Beasley & The SWR Big Band ft. Martin Auer",FAST,486276.87334173266,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_29f9cc16_1,Which sports book exhibits the greatest athletic prowess among all William Hill's releases?,Lauren Fleshman,FAST,316898.00703415193,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_2bbc82e4_2,"Who stole the striptease (""Ebony Shoe Award"")?",Mike Trésor,FAST,159107.34537888784,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_8efe208f_0,"What was the name of his partner in that race, who came out on top to start him with his leg?",James Graham,FAST,331634.4270170167,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_23baebab_2,What was the name of the actress who won Best Actress at metro capital cinema this time last year?,Eileen,FAST,224613.56859949022,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_2b37471e_0,Judson High School Football: What was the outcome of Thursday at City College?,Lost in area round to state quarterfinalist Dripping Springs 34-38,FAST,537304.7556869034,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_9ad3d8f7_0,What is the name of Virginia's national team in last year'a NCAA Women' s Division I Cross Country Championship and who personally raised that flag after her victory over Khabib James in 2015?,Parker Valby,FAST,73854.16870257564,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_ea6dfe5b_0,Who retains the title of Best Actor after their latest nomination for a National Board of Review Award?,Paul Giamatti,FAST,552452.2278611797,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_5e69097f_1,What state produced the North Dakota Mr. Basketball Award presenter?,Minot,FAST,202075.4057408179,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_311e11e2_1,Who clinched the reward of winning the Thorestyestes Chase last?,Carefully Selected,FAST,273229.50519993703,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_66b78d55_0,Which company put forward the Juno Awards project?,Simu Liu,FAST,226629.16355726533,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_1c3ba216_2,This years Nebelhorn Trophy was held in the following two tennis disciplines: Who won bronze?,Annika Hocke / Robert Kunkel,FAST,567993.3383933123,False,fresh|fc|sttl_k1_16,0
heldout_400,p_q_9c8a947a_1,How long has anyone kept their initial Nomination for the Goya Award of Best Animated Film?,Le dispararon al pianista,FAST,298301.4169215509,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_ef0e26fc_1,Who won the Prix de l'Abbaye des Longchamp?,Jason Hart,FAST,323560.0215996556,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_d0506c00_0,When was last seen at Bridges?,"Dalhousie University, Halifax, Nova Scotia, Canada",FAST,407975.5869320204,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_885601a2_3,Which steed is currently in the public eye as winners of this year's Prix Jean-Luc Lagardère?,Sheikh Mohammed Obaid Al Maktoum,FAST,579425.9064257885,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_ff13db06_0,Who is managing the teams for the Eurovision Song Contest?,"Alesha Dixon, Hannah Waddingham, Julia Sanina  and Graham Norton",FAST,309438.10726786667,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_3c8e1699_1,The world - the European Amateur Championship Finals?,Pärnu Bay Golf Links,FAST,357253.74746453005,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_8b83e11f_0,Have you heard any update on the OOPSLA committee's meeting?,Vasco Vasconcelos,FAST,188604.77446735563,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_21078da3_1,Which tennis team secured the third spot in Australian Open mixed doubles?,Sania Mirza Rohan Bopanna,FAST,409360.2513055164,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_297334f5_3,Which Super Bowl video game replay professional was the main figure?,Mark Butterworth,FAST,536778.6807554624,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_badb7460_3,Which Spanish movie was the most likely to receive an Oscar or nomination for Best International Feature Film?,Society of the Snow,FAST,267195.9071639499,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_5284772a_2,On which Babe Ruth Award does the award recipient right now currently sits?,Adolis García,FAST,469037.19764963974,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_76a7b4a6_1,What was the champion's score at this year''San Jose Arena in Japan Women' s Open Golf Championship?,−15,FAST,255471.9858559036,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_b16f0265_3,Who trained the winner of the Queen Elizabeth II Challenge Cup Stakes in the current event?,Oisin Murphy,FAST,500659.29332614486,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_26393420_2,Who became owner of the horse that triumphed in today's Queen Elizabeth II Challenge Cup Stakes?,Saeed bin Suroor,FAST,593718.6139277852,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_830461c0_2,Which equine successfully won the Coronation Stakes?,Aga Khan IV,FAST,205717.63831347777,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_ebb666ba_1,Currently who is considered the Gatorade of volleyball?,Harper Murray,FAST,352072.7325719836,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_d26e3359_0,Which trainer held his Bahrain Trophy championship horse at the earliest?,Charlie Appleby,FAST,373914.36617184296,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_efbe3181_2,Who currently holds the position of chair for Democrats in executive positions?,Phil Murphy,FAST,462979.36018530716,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_63c4c1ca_1,What was the name of the last German horse to take out the contest in Oaks d'Italia?,Shavasana,FAST,240293.9758118359,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_69b0bd6d_3,Who did who were the last team vs the Great Britain Davis Cup team in their latest final statement?,France,FAST,486567.3159573846,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_fa771a57_1,Which hunter or horse just received the Kikuka-sh?,U Carrot Farm,FAST,326006.7706538327,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_b38c44e9_2,When did the NHL Entry Draft take place?,"Nashville, Tennessee",FAST,101383.16001651883,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_30501636_1,Which French singer had the rare occasion of appearing at this year's Eurovision Song Contest?,La Zarra,FAST,251981.9897798605,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_8fda5466_3,Which wrestler secured the second position in the Mitsubishi Electric Championship at Hualai?,Steven Alker NIR Darren Clarke Ken Tanigawa Mike Weir,FAST,60915.423375958824,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_b9e48bff_0,Who has acquired the voting rights to the Florida Derby?,Repole Stable & St. Elias Stable,FAST,141095.53050298517,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_a6ef6cf2_3,Which stakeholder was declared winner of the last Maker's Mark Mile Stakes?,Lael Stables,FAST,413282.28425284056,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_b9172601_3,Which jazz playing received the best performance at a Grammy Award?,Endangered Species,FAST,346306.21164488315,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_e78970aa_1,Which politician has been granted the Jack Oatey Medal in recent years?,Lachlan Hosie,FAST,130309.20222591367,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_d9d96160_3,Who interrupted the presentation of The MacTaggart Lecture at Edinburgh International Television Festival?,Louis Theroux,FAST,125219.16234764106,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_b37309f3_2,Which animal was honored with the Kameko Futurity Trophy?,Ancient Wisdom,FAST,437367.7459598193,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_d23ca3b3_1,What percentage of wins have been achieved by Tiger Park's team thus far?,27-9,FAST,278460.2324849467,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_3ec48396_1,What train category do you think has consistently earned the last Blue Ribbon Award (railway)?,HC85 series DEMU,FAST,263781.7439756748,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_ebb666ba_3,Who is holding the position of Gatorade Champion in volleyball at present?,Harper Murray,FAST,540391.2676159851,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_d093f991_3,Who captured the top spot in the Breeders' Cup Filly & Mare Turf competition?,Cheveley Park Stud,FAST,475149.32939833147,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_30b7af38_1,What was the title of the trainer who trained the wintry horse in this new Takamatsunomiya Kinen?,Masayuki Nishimura,FAST,396011.82283339143,True,fresh|fc|sttl_k1_16,0
heldout_400,p_q_8500b23d_1,"Among the participating nations, which one did it consist of the last year's FIS Nordic Junior World Ski Championships?",Canada,FAST,526731.7227211724,True,fresh|fc|sttl_k1_16,0
