unit_id,base_query_id,snapshot_round,n_requests,gold_source,original_gold_year,volatility,years_annotated,latest_annotated_year,years_gap_to_corpus,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year
q_51b242c2@rerun_24h,q_51b242c2,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_51c973e7@rerun_24h,q_51c973e7,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_52507e09@rerun_24h,q_52507e09,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_526494bb@rerun_24h,q_526494bb,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5284772a@rerun_24h,q_5284772a,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_52957594@rerun_24h,q_52957594,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_531f875a@rerun_24h,q_531f875a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5329f934@rerun_24h,q_5329f934,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_534fcd60@rerun_24h,q_534fcd60,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_53b66262@rerun_24h,q_53b66262,rerun_24h,1,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_53e77e63@rerun_24h,q_53e77e63,rerun_24h,2,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_5431673a@rerun_24h,q_5431673a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_54467ccf@rerun_24h,q_54467ccf,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_54cc8f89@rerun_24h,q_54cc8f89,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_560436e5@rerun_24h,q_560436e5,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5653e571@rerun_24h,q_5653e571,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_56a62a28@rerun_24h,q_56a62a28,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_56aea0d0@rerun_24h,q_56aea0d0,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_56e02d43@rerun_24h,q_56e02d43,rerun_24h,1,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_56ebbb98@rerun_12h,q_56ebbb98,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_56ee58f4@rerun_24h,q_56ee58f4,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_579c926b@rerun_24h,q_579c926b,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_57bc7dc8@rerun_24h,q_57bc7dc8,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_57d1c01a@rerun_24h,q_57d1c01a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_58db0825@rerun_24h,q_58db0825,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_59076011@rerun_24h,q_59076011,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_593f6d73@rerun_24h,q_593f6d73,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,0
q_594b8e7a@rerun_24h,q_594b8e7a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_595ca0b6@rerun_24h,q_595ca0b6,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5a80cc0d@rerun_24h,q_5a80cc0d,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5aac65b6@rerun_12h,q_5aac65b6,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5aac65b6@rerun_24h,q_5aac65b6,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5abb871e@rerun_24h,q_5abb871e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5ac8d92d@rerun_24h,q_5ac8d92d,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_5ad30881@rerun_24h,q_5ad30881,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_5b78283a@rerun_24h,q_5b78283a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5b859382@rerun_24h,q_5b859382,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5cb9d6ad@rerun_24h,q_5cb9d6ad,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_5d7bcc7e@rerun_24h,q_5d7bcc7e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5e06e717@rerun_24h,q_5e06e717,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5e68b428@rerun_1h,q_5e68b428,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5e68b428@rerun_24h,q_5e68b428,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5e69097f@rerun_24h,q_5e69097f,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5eaf6b2e@rerun_24h,q_5eaf6b2e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5ee0c56a@rerun_24h,q_5ee0c56a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5efb60e3@rerun_12h,q_5efb60e3,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5f279acb@rerun_1h,q_5f279acb,rerun_1h,1,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_5f279acb@rerun_24h,q_5f279acb,rerun_24h,2,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_5fb43c16@rerun_24h,q_5fb43c16,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_60131439@rerun_24h,q_60131439,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_60502f3b@rerun_24h,q_60502f3b,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_60703185@rerun_24h,q_60703185,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_60e402de@rerun_24h,q_60e402de,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_611d707f@rerun_1h,q_611d707f,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_613da476@rerun_24h,q_613da476,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_617ac749@rerun_1h,q_617ac749,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_618650f8@rerun_1h,q_618650f8,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_624c6c50@rerun_24h,q_624c6c50,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_62a24122@rerun_24h,q_62a24122,rerun_24h,1,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_63335fe3@rerun_24h,q_63335fe3,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_63a44892@rerun_24h,q_63a44892,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_63c4c1ca@rerun_24h,q_63c4c1ca,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_645572d1@rerun_24h,q_645572d1,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_64800213@rerun_24h,q_64800213,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_65d75670@rerun_24h,q_65d75670,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_6657182b@rerun_1h,q_6657182b,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6657182b@rerun_24h,q_6657182b,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_665a6704@rerun_24h,q_665a6704,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_66b78d55@rerun_24h,q_66b78d55,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6757b6a9@rerun_24h,q_6757b6a9,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_67c87177@rerun_24h,q_67c87177,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6875d955@rerun_24h,q_6875d955,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_68d60970@rerun_24h,q_68d60970,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_69646c02@rerun_24h,q_69646c02,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_697c0008@rerun_24h,q_697c0008,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_69b0bd6d@rerun_24h,q_69b0bd6d,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_69f7cd76@rerun_24h,q_69f7cd76,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6a00b156@rerun_24h,q_6a00b156,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_6a6b8494@rerun_24h,q_6a6b8494,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_6a754bab@rerun_24h,q_6a754bab,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6a7dc28e@rerun_24h,q_6a7dc28e,rerun_24h,1,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
q_6a82c062@rerun_24h,q_6a82c062,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6a9f5944@rerun_24h,q_6a9f5944,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6aed1558@rerun_12h,q_6aed1558,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6bd3b3c9@rerun_12h,q_6bd3b3c9,rerun_12h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_6c6fbf05@rerun_24h,q_6c6fbf05,rerun_24h,1,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_6d00c75f@rerun_24h,q_6d00c75f,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_6dce83d8@rerun_24h,q_6dce83d8,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6e543930@rerun_24h,q_6e543930,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_6f15c777@rerun_24h,q_6f15c777,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_6f19be8a@rerun_24h,q_6f19be8a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_6f1acb10@rerun_24h,q_6f1acb10,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_70ab2a41@rerun_24h,q_70ab2a41,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_71c4d6a7@rerun_24h,q_71c4d6a7,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_71ca7be1@rerun_24h,q_71ca7be1,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_7378baa7@rerun_24h,q_7378baa7,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_738b3f1b@rerun_12h,q_738b3f1b,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_746185c8@rerun_24h,q_746185c8,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_747bbca1@rerun_24h,q_747bbca1,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_75b15e04@rerun_24h,q_75b15e04,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_75c9b763@rerun_24h,q_75c9b763,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_75e28045@rerun_24h,q_75e28045,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_76a7b4a6@rerun_24h,q_76a7b4a6,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_76be48a4@rerun_24h,q_76be48a4,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_77b08615@rerun_24h,q_77b08615,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_77f52421@rerun_24h,q_77f52421,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_7810cebf@rerun_24h,q_7810cebf,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_78251db1@rerun_24h,q_78251db1,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_785fdb1b@rerun_24h,q_785fdb1b,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_787a3f9a@rerun_24h,q_787a3f9a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_7889631c@rerun_24h,q_7889631c,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_78ed83ff@rerun_24h,q_78ed83ff,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_79078e30@rerun_24h,q_79078e30,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_7946d4f3@rerun_24h,q_7946d4f3,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_794f635d@rerun_24h,q_794f635d,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_7954a9bc@rerun_24h,q_7954a9bc,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_79d94239@rerun_24h,q_79d94239,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_79daac81@rerun_24h,q_79daac81,rerun_24h,2,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
