unit_id,base_query_id,snapshot_round,base_query,n_requests,request_ids,gold,n_distinct_golds,gold_source,gold_year,n_distinct_urls,n_snapshots_available,snapshot_complete,any_snapshot
q_5b78283a@rerun_24h,q_5b78283a,rerun_24h,What is the hometown of the most recent Miss Arkansas winner?,1,p_q_5b78283a_3,stuttgart,1,temporal_align_qa,2023,3,3,1,1
q_5b859382@rerun_24h,q_5b859382,rerun_24h,Who are the analysts providing commentary for the Preakness Stakes?,2,p_q_5b859382_3|p_q_5b859382_2,"randy moss, jerry bailey and matt bernier",1,temporal_align_qa,2023,2,2,1,1
q_5cb9d6ad@rerun_24h,q_5cb9d6ad,rerun_24h,"""Who played the title role in Woody Allen's film """"Annie Hall""""?""",1,p_q_5cb9d6ad_2,diane keaton,1,triviaqa,,2,2,1,1
q_5d7bcc7e@rerun_24h,q_5d7bcc7e,rerun_24h,Who is the most recent recipient of the Anisfield-Wolf Book Award for Lifetime Achievement?,1,q_5d7bcc7e,charlayne hunter-gault,1,temporal_align_qa,2023,2,2,1,1
q_5e06e717@rerun_24h,q_5e06e717,rerun_24h,Who is the most recent champion of the Boston Marathon Men's wheelchair division?,1,p_q_5e06e717_3,marcel hug,1,temporal_align_qa,2023,2,2,1,1
q_5e68b428@rerun_1h,q_5e68b428,rerun_1h,From which city is the latest winner of the Bulwer-Lytton Fiction Contest?,1,q_5e68b428,"maya pasic new york, new york",1,temporal_align_qa,2023,2,2,1,1
q_5e68b428@rerun_24h,q_5e68b428,rerun_24h,From which city is the latest winner of the Bulwer-Lytton Fiction Contest?,1,p_q_5e68b428_2,"maya pasic new york, new york",1,temporal_align_qa,2023,2,2,1,1
q_5e69097f@rerun_24h,q_5e69097f,rerun_24h,Which school did the North Dakota Mr. Basketball Award winner attend?,1,p_q_5e69097f_1,minot,1,temporal_align_qa,2023,1,1,1,1
q_5eaf6b2e@rerun_24h,q_5eaf6b2e,rerun_24h,Which team took the victory in the Fresh From Florida 250?,1,p_q_5eaf6b2e_0,front row motorsports,1,temporal_align_qa,2023,4,3,0,1
q_5ee0c56a@rerun_24h,q_5ee0c56a,rerun_24h,What is the most recent massacre that took place in Ethiopia?,1,p_q_5ee0c56a_2,finote selam drone strike,1,temporal_align_qa,2023,2,2,1,1
q_5efb60e3@rerun_12h,q_5efb60e3,rerun_12h,Which university did the latest Outland Trophy recipient play for?,1,q_5efb60e3,texas,1,temporal_align_qa,2023,1,1,1,1
q_5f279acb@rerun_1h,q_5f279acb,rerun_1h,Which city was the capital of California the year it became a state?,1,q_5f279acb,san jose,1,freshqa,before 2022,1,1,1,1
q_5f279acb@rerun_24h,q_5f279acb,rerun_24h,Which city was the capital of California the year it became a state?,2,p_q_5f279acb_2|p_q_5f279acb_0,san jose,1,freshqa,before 2022,1,1,1,1
q_5fb43c16@rerun_24h,q_5fb43c16,rerun_24h,"Whose March 31, 1994 appearance on Late Show with David Letterman resulted in the episode becoming the most censored in American network television talk-show history for obvious reasons?",1,q_5fb43c16,madonna,1,triviaqa,,1,1,1,1
q_60131439@rerun_24h,q_60131439,rerun_24h,Which team won the American Basketball Association championship most recently?,1,p_q_60131439_3,burning river buckets / indiana lyons,1,temporal_align_qa,2023,1,1,1,1
q_60502f3b@rerun_24h,q_60502f3b,rerun_24h,Which team won the BBC Sports Personality Team of the Year Award?,1,p_q_60502f3b_1,manchester city f.c.,1,temporal_align_qa,2023,1,1,1,1
q_60703185@rerun_24h,q_60703185,rerun_24h,Who is the champion driver of the Indian National Rally Championship?,1,p_q_60703185_3,aroor arjun rao,1,temporal_align_qa,2023,1,1,1,1
q_60e402de@rerun_24h,q_60e402de,rerun_24h,Which book won the Orbis Pictus Award for the most recent year awarded?,1,p_q_60e402de_3,blue: a history of the color as deep as the sea and as wide as the sky,1,temporal_align_qa,2023,2,2,1,1
q_611d707f@rerun_1h,q_611d707f,rerun_1h,What is the television show in which Christopher McDonald most recently appeared?,1,p_q_611d707f_0,captain fall,1,temporal_align_qa,2023,1,1,1,1
q_613da476@rerun_24h,q_613da476,rerun_24h,Who is the winner of the most recent Grandmaster Tournament at the Biel Chess Festival?,1,p_q_613da476_0,lê quang liêm,1,temporal_align_qa,2023,1,1,1,1
q_617ac749@rerun_1h,q_617ac749,rerun_1h,Who is the current Dean of the Virginia Tech College of Architecture and Urban Studies?,1,q_617ac749,rosemary blieszner,1,temporal_align_qa,2023,2,2,1,1
q_618650f8@rerun_1h,q_618650f8,rerun_1h,Who is the current manager of US Monastir football team?,1,p_q_618650f8_1,darko nović,1,temporal_align_qa,2023,1,1,1,1
q_624c6c50@rerun_24h,q_624c6c50,rerun_24h,Who received the Country Music Association Award for Male Vocalist of the Year?,1,p_q_624c6c50_2,chris stapleton,1,temporal_align_qa,2023,2,2,1,1
q_62a24122@rerun_24h,q_62a24122,rerun_24h,Who won the 2020 Formula 1 world driver's championship?,1,p_q_62a24122_1,lewis hamilton,1,freshqa,before 2022,3,3,1,1
q_63335fe3@rerun_24h,q_63335fe3,rerun_24h,Who won the top division championship at the January sumo tournament in Tokyo?,1,p_q_63335fe3_0,takakeishō,1,temporal_align_qa,2023,1,1,1,1
q_63a44892@rerun_24h,q_63a44892,rerun_24h,Which team won the Estonian Supercup?,2,p_q_63a44892_2|q_63a44892,paide,1,temporal_align_qa,2023,1,1,1,1
q_63c4c1ca@rerun_24h,q_63c4c1ca,rerun_24h,Which horse won the Oaks d'Italia most recently?,1,p_q_63c4c1ca_1,shavasana,1,temporal_align_qa,2023,2,2,1,1
q_645572d1@rerun_24h,q_645572d1,rerun_24h,Which team was the runner-up in the Korvpalli Meistriliiga championship?,1,p_q_645572d1_1,tartu ülikool maks & moorits,1,temporal_align_qa,2023,1,1,1,1
q_64800213@rerun_24h,q_64800213,rerun_24h,Which woman was the singer with Jefferson Airplane?,1,p_q_64800213_3,grace slick,1,triviaqa,,1,1,1,1
q_65d75670@rerun_24h,q_65d75670,rerun_24h,"""What is the occupation of the title character in """"Finnegan's Wake"""" by James Joyce?""",1,p_q_65d75670_0,hod carrier,1,triviaqa,,2,2,1,1
q_6657182b@rerun_1h,q_6657182b,rerun_1h,Which male athlete won the Callahan Award most recently?,1,q_6657182b,justin burnett,1,temporal_align_qa,2023,1,1,1,1
q_6657182b@rerun_24h,q_6657182b,rerun_24h,Which male athlete won the Callahan Award most recently?,1,p_q_6657182b_0,justin burnett,1,temporal_align_qa,2023,1,1,1,1
q_665a6704@rerun_24h,q_665a6704,rerun_24h,Who is the most recent champion of the Chubb Classic?,1,p_q_665a6704_2,deu bernhard langer,1,temporal_align_qa,2023,2,2,1,1
q_66b78d55@rerun_24h,q_66b78d55,rerun_24h,Who hosted the Juno Awards ceremony?,2,q_66b78d55|p_q_66b78d55_0,simu liu,1,temporal_align_qa,2023,1,1,1,1
q_6757b6a9@rerun_24h,q_6757b6a9,rerun_24h,Who is the most recent recipient of the Los Angeles Film Critics Association Award for Best Director?,1,p_q_6757b6a9_0,jonathan glazer,1,temporal_align_qa,2023,2,2,1,1
q_67c87177@rerun_24h,q_67c87177,rerun_24h,Who was the most recent recipient of the Ron McAuliffe Medal?,2,p_q_67c87177_1|p_q_67c87177_3,reuben cotter,1,temporal_align_qa,2023,2,2,1,1
q_6875d955@rerun_24h,q_6875d955,rerun_24h,Who was the runner-up in the last Honinbo competition?,1,p_q_6875d955_0,yuta iyama,1,temporal_align_qa,2023,2,2,1,1
q_68d60970@rerun_24h,q_68d60970,rerun_24h,Who is the current title holder of the Kisei tournament in Go?,1,p_q_68d60970_2,ichiriki ryo,1,temporal_align_qa,2023,1,1,1,1
q_69646c02@rerun_24h,q_69646c02,rerun_24h,How old is the most-followed user on TikTok?,1,p_q_69646c02_0,23 years old,1,freshqa,2023,2,2,1,1
q_697c0008@rerun_24h,q_697c0008,rerun_24h,Which pitcher gave up the most recent home run that landed in McCovey Cove?,1,p_q_697c0008_3,anthony desclafani,1,temporal_align_qa,2023,1,1,1,1
q_69b0bd6d@rerun_24h,q_69b0bd6d,rerun_24h,Which team did the Great Britain Davis Cup team compete against in its most recent completed match?,1,p_q_69b0bd6d_3,france,1,temporal_align_qa,2023,1,1,1,1
q_69f7cd76@rerun_24h,q_69f7cd76,rerun_24h,Who is the current representative of Michigan's 7th congressional district?,1,p_q_69f7cd76_3,100px elissa slotkin,1,temporal_align_qa,2023,2,1,0,1
q_6a00b156@rerun_24h,q_6a00b156,rerun_24h,"Of these sedimentary rocks, which one is not organic, being instead 'clastic'?",1,p_q_6a00b156_3,shale,1,triviaqa,,2,2,1,1
q_6a6b8494@rerun_24h,q_6a6b8494,rerun_24h,Who posted the most-liked tweet last year?,1,p_q_6a6b8494_3,elon musk,1,freshqa,2023,2,2,1,1
q_6a754bab@rerun_24h,q_6a754bab,rerun_24h,Who is the current President of the Institute of Physics and Engineering in Medicine?,1,p_q_6a754bab_0,dr robert farley,1,temporal_align_qa,2023,2,2,1,1
q_6a7dc28e@rerun_24h,q_6a7dc28e,rerun_24h,What is the second highest-grossing Kannada movie of all time?,1,p_q_6a7dc28e_2,kantara,1,freshqa,2022,1,1,1,1
q_6a82c062@rerun_24h,q_6a82c062,rerun_24h,Who is the latest first-place winner of the Klein Competition?,1,p_q_6a82c062_1,emad zolfaghari,1,temporal_align_qa,2023,2,2,1,1
q_6a9f5944@rerun_24h,q_6a9f5944,rerun_24h,Which entity owned the winning horse of the most recent Arkansas Derby?,1,q_6a9f5944,albaugh family stables,1,temporal_align_qa,2023,2,2,1,1
q_6aed1558@rerun_12h,q_6aed1558,rerun_12h,What is the name of the person holding the presidency at Purdue University?,1,q_6aed1558,mung chiang,1,temporal_align_qa,2023,1,1,1,1
q_6bd3b3c9@rerun_12h,q_6bd3b3c9,rerun_12h,What is the main spirit in a Margarita?,1,q_6bd3b3c9,tequila,1,triviaqa,,2,2,1,1
q_6c6fbf05@rerun_24h,q_6c6fbf05,rerun_24h,"What award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio win together?",1,p_q_6c6fbf05_2,turing award,1,freshqa,before 2022,2,2,1,1
q_6d00c75f@rerun_24h,q_6d00c75f,rerun_24h,When is this year's Ramadan?,1,p_q_6d00c75f_2,"wed, mar 22 – fri, apr 21",1,freshqa,2023,1,1,1,1
q_6dce83d8@rerun_24h,q_6dce83d8,rerun_24h,How many field goals did the Women's National Basketball Association season scoring leader make?,1,p_q_6dce83d8_2,285,1,temporal_align_qa,2023,1,1,1,1
q_6e543930@rerun_24h,q_6e543930,rerun_24h,The land of Azeroth features in which video game?,1,p_q_6e543930_1,warcraft,1,triviaqa,,2,2,1,1
q_6f15c777@rerun_24h,q_6f15c777,rerun_24h,In which country is Mdina Glass made?,1,p_q_6f15c777_2,malta,1,triviaqa,,2,2,1,1
q_6f19be8a@rerun_24h,q_6f19be8a,rerun_24h,Who is the current recipient of the NABC Player of the Year in NCAA Division II basketball?,1,q_6f19be8a,rj sunahara,1,temporal_align_qa,2023,1,1,1,1
q_6f1acb10@rerun_24h,q_6f1acb10,rerun_24h,What is the playoffs result for the Western Conference regular season champion?,1,p_q_6f1acb10_3,lost first round,1,temporal_align_qa,2023,1,1,1,1
q_70ab2a41@rerun_24h,q_70ab2a41,rerun_24h,Who is the current champion of the Italian National Time Trial Championships in the women's category?,1,p_q_70ab2a41_3,elisa longo borghini,1,temporal_align_qa,2023,2,2,1,1
q_71c4d6a7@rerun_24h,q_71c4d6a7,rerun_24h,Which institution's athlete won the NABC Player of the Year in NCAA Division III most recently?,1,p_q_71c4d6a7_2,wheaton,1,temporal_align_qa,2023,1,1,1,1
q_71ca7be1@rerun_24h,q_71ca7be1,rerun_24h,Which team is the current winner of the Super League (Ireland) National Cup?,1,p_q_71ca7be1_1,maree,1,temporal_align_qa,2023,1,1,1,1
q_7378baa7@rerun_24h,q_7378baa7,rerun_24h,Who conducted the trophy presentation at the American League Championship Series?,1,p_q_7378baa7_0,kevin burkhardt,1,temporal_align_qa,2023,2,2,1,1
q_738b3f1b@rerun_12h,q_738b3f1b,rerun_12h,Who won the Hungarian Grand Prix most recently?,1,q_738b3f1b,max verstappen,1,temporal_align_qa,2023,1,1,1,1
q_746185c8@rerun_24h,q_746185c8,rerun_24h,"Ngati Toa, a New Zealand tribal group won the intellectual property rights to what?",1,p_q_746185c8_2,the maori haka,1,triviaqa,,1,1,1,1
q_747bbca1@rerun_24h,q_747bbca1,rerun_24h,What country does the Wimbledon women's champion play for?,1,p_q_747bbca1_3,czech republic,1,freshqa,2023,1,1,1,1
q_75b15e04@rerun_24h,q_75b15e04,rerun_24h,Which artist won the APRA Music Awards (Australia) Song of the Year lately?,1,p_q_75b15e04_3,flume featuring may-a,1,temporal_align_qa,2023,1,1,1,1
q_75c9b763@rerun_24h,q_75c9b763,rerun_24h,What is the total purse for the most recent Women's British Open?,1,p_q_75c9b763_1,"9,000,000",1,temporal_align_qa,2023,4,4,1,1
q_75e28045@rerun_24h,q_75e28045,rerun_24h,Which university’s team won the Design/Build/Fly competition?,2,p_q_75e28045_2|p_q_75e28045_3,rwth aachen university,1,temporal_align_qa,2023,2,2,1,1
q_76a7b4a6@rerun_24h,q_76a7b4a6,rerun_24h,What was the latest champion's score relative to par at the Japan Women's Open Golf Championship?,1,p_q_76a7b4a6_1,−15,1,temporal_align_qa,2023,2,2,1,1
q_76be48a4@rerun_24h,q_76be48a4,rerun_24h,Which thoroughbred won the Coronation Stakes most recently?,1,p_q_76be48a4_3,tahiyra,1,temporal_align_qa,2023,1,1,1,1
q_77b08615@rerun_24h,q_77b08615,rerun_24h,Who was the owner of the horse that won the latest Black-Eyed Susan Stakes?,1,p_q_77b08615_0,"net racing, michael dubb, first row partners & team hanley",1,temporal_align_qa,2023,1,1,1,1
q_77f52421@rerun_24h,q_77f52421,rerun_24h,Which horse won the Santa Anita Handicap most recently?,1,p_q_77f52421_1,stilleto boy,1,temporal_align_qa,2023,2,2,1,1
q_7810cebf@rerun_24h,q_7810cebf,rerun_24h,Who is the current head coach of the Los Angeles Sparks?,1,p_q_7810cebf_0,curt miller,1,temporal_align_qa,2023,2,2,1,1
q_78251db1@rerun_24h,q_78251db1,rerun_24h,What is the location of the football stadium for the Azerbaijan Cup Final match?,1,p_q_78251db1_0,3 june 2023 baku – bakcell arena,1,temporal_align_qa,2023,1,1,1,1
q_785fdb1b@rerun_24h,q_785fdb1b,rerun_24h,Which trainer prepared the winning horse in the last Cambridgeshire Handicap?,1,p_q_785fdb1b_0,daniel & claire kubler,1,temporal_align_qa,2023,2,2,1,1
q_787a3f9a@rerun_24h,q_787a3f9a,rerun_24h,Which skater received the bronze medal in the Novice B Ladies category at the Japan Junior Figure Skating Championships?,1,p_q_787a3f9a_1,aoha hoshi,1,temporal_align_qa,2023,1,1,1,1
q_7889631c@rerun_24h,q_7889631c,rerun_24h,What is the name of the Spokesperson for the United States Department of State who represents the current administration?,1,p_q_7889631c_0,matthew miller,1,temporal_align_qa,2023,2,2,1,1
q_78ed83ff@rerun_24h,q_78ed83ff,rerun_24h,What team is the current TC2000 Championship champion associated with?,1,p_q_78ed83ff_1,axion energy sport,1,temporal_align_qa,2023,1,1,1,1
q_79078e30@rerun_24h,q_79078e30,rerun_24h,How many goals did the leading goalkicker for the West Coast Eagles score this season?,1,p_q_79078e30_1,53,1,temporal_align_qa,2023,2,2,1,1
q_7946d4f3@rerun_24h,q_7946d4f3,rerun_24h,Who is the lead designer of the latest machine released by Stern Pinball?,1,p_q_7946d4f3_0,brian eddy,1,temporal_align_qa,2023,2,2,1,1
q_794f635d@rerun_24h,q_794f635d,rerun_24h,Who was the jockey that rode the winning horse in the most recent Gordon Stakes race?,1,p_q_794f635d_3,tom marquand,1,temporal_align_qa,2023,1,1,1,1
q_7954a9bc@rerun_24h,q_7954a9bc,rerun_24h,Which film featured the performance that won the most recent Blue Dragon Film Award for Best Supporting Actor?,1,p_q_7954a9bc_0,smugglers,1,temporal_align_qa,2023,1,1,1,1
q_79d94239@rerun_24h,q_79d94239,rerun_24h,Where in the body would you find rod cells and cone cells,1,p_q_79d94239_2,in the eye,1,triviaqa,,1,1,1,1
q_79daac81@rerun_24h,q_79daac81,rerun_24h,How many flights of the Space Launch System have been successfully launched?,2,p_q_79daac81_3|p_q_79daac81_2,1,1,freshqa,2022,2,2,1,1
q_79f6b4eb@rerun_24h,q_79f6b4eb,rerun_24h,How many finalists were there in the most recent Archibald Prize competition?,1,p_q_79f6b4eb_3,57.0,1,temporal_align_qa,2023,1,1,1,1
q_7a065d8f@rerun_24h,q_7a065d8f,rerun_24h,Who are the color commentators for the NBA Finals broadcast on national radio?,1,p_q_7a065d8f_1,doris burke and p. j. carlesimo,1,temporal_align_qa,2023,1,1,1,1
q_7a2157d8@rerun_24h,q_7a2157d8,rerun_24h,"What possession of 'wild west' star Annie Oakley sold at a 2012 auction for $143,000?",1,p_q_7a2157d8_3,gun,1,triviaqa,,2,2,1,1
q_7b41f83f@rerun_24h,q_7b41f83f,rerun_24h,What is the name of the current co-recipient of the Eddy Choong Player of the Year award?,1,p_q_7b41f83f_3,south korea,1,temporal_align_qa,2023,2,2,1,1
q_7be67437@rerun_24h,q_7be67437,rerun_24h,Who is the current kit manufacturer for Trabzonspor?,1,p_q_7be67437_0,macron,1,temporal_align_qa,2023,2,2,1,1
q_7c0a6cba@rerun_12h,q_7c0a6cba,rerun_12h,Who is the current representative for Michigan's 8th congressional district?,1,q_7c0a6cba,100px elissa slotkin,1,temporal_align_qa,2023,2,1,0,1
q_7c47387f@rerun_24h,q_7c47387f,rerun_24h,Which character did Walton Goggins most recently portray on television?,1,p_q_7c47387f_2,earl 'peanutt' montgomery,1,temporal_align_qa,2023,1,1,1,1
q_7dd95f30@rerun_1h,q_7dd95f30,rerun_1h,Who hosted BBC Scotland's most recent Hogmanay celebration broadcast?,1,q_7dd95f30,edith bowman amy irons,1,temporal_align_qa,2023,1,1,1,1
q_7dd95f30@rerun_24h,q_7dd95f30,rerun_24h,Who hosted BBC Scotland's most recent Hogmanay celebration broadcast?,1,p_q_7dd95f30_3,edith bowman amy irons,1,temporal_align_qa,2023,1,1,1,1
q_7ed2a6d6@rerun_24h,q_7ed2a6d6,rerun_24h,Which institution's representative is serving as the current chair of the Russell Group?,1,p_q_7ed2a6d6_1,manchester,1,temporal_align_qa,2023,2,2,1,1
q_7fc62b46@rerun_24h,q_7fc62b46,rerun_24h,Who owned the horse that won the latest Hong Kong Sprint?,1,q_7fc62b46,"cheng ming leung, cheng yu tung et al",1,temporal_align_qa,2023,1,1,1,1
q_801947bd@rerun_24h,q_801947bd,rerun_24h,Which driver claimed victory at the latest Sno*Drift rally?,1,p_q_801947bd_0,canada brandon semenuk,1,temporal_align_qa,2023,2,2,1,1
q_802fd2cb@rerun_24h,q_802fd2cb,rerun_24h,Who is the current head coach of C.D. Guadalajara?,1,p_q_802fd2cb_1,srb veljko paunović,1,temporal_align_qa,2023,2,2,1,1
q_807cdee5@rerun_24h,q_807cdee5,rerun_24h,Where is Cambridge City F.C.'s home ground?,1,p_q_807cdee5_0,"bridge road, histon",1,temporal_align_qa,2023,2,2,1,1
q_80aa22e7@rerun_24h,q_80aa22e7,rerun_24h,"What time of day on August 15, 1947 did India become an independent nation?",1,p_q_80aa22e7_3,12:02 am,1,freshqa,before 2022,3,3,1,1
q_80aff2cd@rerun_24h,q_80aff2cd,rerun_24h,Which team took the victory in the latest edition of the 24 Hours of Le Mans race?,1,p_q_80aff2cd_0,ferrari – af corse,1,temporal_align_qa,2023,1,1,1,1
q_80bc432e@rerun_24h,q_80bc432e,rerun_24h,"The ‘Delta Works’ is a series of construction projects in which European country, to protect large areas of land from the sea?",1,p_q_80bc432e_2,netherlands,1,triviaqa,,1,1,1,1
q_811a9dea@rerun_24h,q_811a9dea,rerun_24h,Who is the reigning junior women's champion of the U.S. Classic?,1,p_q_811a9dea_2,kieryn finnell,1,temporal_align_qa,2023,2,2,1,1
q_827117d8@rerun_24h,q_827117d8,rerun_24h,Who trained the winning horse in the most recent United Nations Stakes?,1,p_q_827117d8_2,michael j. maker,1,temporal_align_qa,2023,1,1,1,1
q_829bbe74@rerun_24h,q_829bbe74,rerun_24h,What was the kanji of the year in 2021?,1,p_q_829bbe74_0,gold,1,freshqa,before 2022,3,3,1,1
q_82aed09c@rerun_24h,q_82aed09c,rerun_24h,Who is the most recent winner of the Seiun Award for Best Artist?,1,p_q_82aed09c_0,naoyuki kato,1,temporal_align_qa,2023,1,1,1,1
q_82fe96e1@rerun_24h,q_82fe96e1,rerun_24h,What is the best ever result by an African team at a FIFA World Cup?,1,p_q_82fe96e1_2,fourth-place,1,freshqa,2022,1,1,1,1
q_830461c0@rerun_24h,q_830461c0,rerun_24h,Who owned the horse that won the last Coronation Stakes?,1,p_q_830461c0_2,aga khan iv,1,temporal_align_qa,2023,1,1,1,1
q_83607c5d@rerun_24h,q_83607c5d,rerun_24h,In which series did Jenson Button most recently compete?,2,p_q_83607c5d_1|p_q_83607c5d_3,nascar cup series,1,temporal_align_qa,2023,1,1,1,1
q_83e37c6e@rerun_24h,q_83e37c6e,rerun_24h,"""""""The quality of mercy is not strained, It droppeth as the gentle rain from heaven"""" is spoken by which Shakespearean character?""",1,p_q_83e37c6e_2,"""portia in """"the merchant of venice""""""",1,triviaqa,,2,2,1,1
q_8463aab3@rerun_24h,q_8463aab3,rerun_24h,Who hosted the pregame show for the most recent televised Super Bowl?,1,q_8463aab3,curt menefee,1,temporal_align_qa,2023,2,2,1,1
q_84993503@rerun_24h,q_84993503,rerun_24h,Who was the third crew member to join the most recent spaceflight involving Russian cosmonauts to the International Space Station?,2,p_q_84993503_1|p_q_84993503_3,francisco rubio launch,1,temporal_align_qa,2023,2,2,1,1
q_84d66f3a@rerun_12h,q_84d66f3a,rerun_12h,"In golf, what is the amateur equivalent of the Ryder Cup?",1,q_84d66f3a,the walker cup,1,triviaqa,,2,2,1,1
q_84e159d5@rerun_24h,q_84e159d5,rerun_24h,Who is the head coach for the team playing at Autzen Stadium?,1,p_q_84e159d5_0,dan lanning,1,temporal_align_qa,2023,1,1,1,1
q_8500b23d@rerun_24h,q_8500b23d,rerun_24h,In which country did the most recent FIS Nordic Junior World Ski Championships take place?,1,p_q_8500b23d_1,canada,1,temporal_align_qa,2023,1,1,1,1
q_85ab1b76@rerun_24h,q_85ab1b76,rerun_24h,Who was the trainer of the winning horse in the most recent Prix Ganay race?,1,p_q_85ab1b76_1,jean-pierre gauvin,1,temporal_align_qa,2023,2,2,1,1
q_86cb82cf@rerun_24h,q_86cb82cf,rerun_24h,Into which other war did the War of Jenkins Ear merge?,1,p_q_86cb82cf_1,war of austrian succession,1,triviaqa,,1,1,1,1
q_86cdf888@rerun_24h,q_86cdf888,rerun_24h,What is the SI unit of temperature?,1,p_q_86cdf888_2,the kelvin,1,triviaqa,,1,1,1,1
q_86e95f29@rerun_24h,q_86e95f29,rerun_24h,Where was the awards night of the most recent Metro Manila Film Festival held?,1,p_q_86e95f29_0,new frontier theater,1,temporal_align_qa,2023,1,1,1,1
q_874ffcdd@rerun_24h,q_874ffcdd,rerun_24h,Who is the current skip of the team Ben Hebert plays for?,1,p_q_874ffcdd_0,brendan bottcher,1,temporal_align_qa,2023,2,2,1,1
q_876bdd3b@rerun_24h,q_876bdd3b,rerun_24h,Most of the state of Nevada is in which time zone?,1,p_q_876bdd3b_3,pacific,1,triviaqa,,1,1,1,1
q_87ca114c@rerun_24h,q_87ca114c,rerun_24h,For which daily newspaper does Frederick Forsyth write?,2,p_q_87ca114c_0|p_q_87ca114c_2,daily express,1,triviaqa,,2,2,1,1
q_8853a8be@rerun_24h,q_8853a8be,rerun_24h,Which team was the runner-up in the latest Ranji Trophy final?,1,p_q_8853a8be_2,bengal,1,temporal_align_qa,2023,1,1,1,1
q_885601a2@rerun_24h,q_885601a2,rerun_24h,Who owns the horse that claimed victory in the most recent running of the Prix Jean-Luc Lagardère?,1,p_q_885601a2_3,sheikh mohammed obaid al maktoum,1,temporal_align_qa,2023,2,2,1,1
q_885ecd41@rerun_24h,q_885ecd41,rerun_24h,"What was the first name of Mr. Braille, who devised a system allowing blind people to read and write?",1,p_q_885ecd41_0,louis,1,triviaqa,,1,1,1,1
q_887b8e3c@rerun_24h,q_887b8e3c,rerun_24h,Which player received the most votes for the NBA All-Star game?,1,p_q_887b8e3c_0,lebron james,1,temporal_align_qa,2023,2,2,1,1
q_8892bc4b@rerun_24h,q_8892bc4b,rerun_24h,Where was the BBL Trophy Final most recently held?,1,p_q_8892bc4b_2,glasgow,1,temporal_align_qa,2023,2,2,1,1
q_88bc6deb@rerun_24h,q_88bc6deb,rerun_24h,Who was the Lead for the team that clinched the title at the most recent United States Junior Men's Curling Championship?,1,q_88bc6deb,jackson armstrong,1,temporal_align_qa,2023,2,2,1,1
q_88f50274@rerun_24h,q_88f50274,rerun_24h,Which team currently occupies fourth place in the American League Central?,1,p_q_88f50274_0,chicago white sox,1,temporal_align_qa,2023,1,1,1,1
q_8a614432@rerun_24h,q_8a614432,rerun_24h,What team finished in third place in the most recent NCAA Division I men's soccer tournament?,1,p_q_8a614432_0,oregon state,1,temporal_align_qa,2023,2,2,1,1
q_8aa09cab@rerun_24h,q_8aa09cab,rerun_24h,Which team's player is the current top scorer of 2. Bundesliga?,1,p_q_8aa09cab_1,1. fc heidenheim,1,temporal_align_qa,2023,2,2,1,1
q_8ac2e944@rerun_24h,q_8ac2e944,rerun_24h,What was the probability of the most recent NBA draft lottery winner to get the first pick?,1,p_q_8ac2e944_2,14.0014.00%,1,temporal_align_qa,2023,2,1,0,1
q_8acef480@rerun_24h,q_8acef480,rerun_24h,What is the capital city of The Maldives?,1,p_q_8acef480_2,mali,1,triviaqa,,1,1,1,1
q_8af46f37@rerun_24h,q_8af46f37,rerun_24h,Who was the recipient of the Eddie Robinson Award?,1,p_q_8af46f37_3,jimmy rogers,1,temporal_align_qa,2023,1,1,1,1
q_8b7e079f@rerun_12h,q_8b7e079f,rerun_12h,Where was the last Women's PGA Championship held?,1,q_8b7e079f,baltusrol golf club,1,temporal_align_qa,2023,2,2,1,1
q_8b7e079f@rerun_24h,q_8b7e079f,rerun_24h,Where was the last Women's PGA Championship held?,1,p_q_8b7e079f_0,baltusrol golf club,1,temporal_align_qa,2023,2,2,1,1
q_8b83e11f@rerun_24h,q_8b83e11f,rerun_24h,Who is the chair of the latest OOPSLA conference?,1,p_q_8b83e11f_0,vasco vasconcelos,1,temporal_align_qa,2023,2,2,1,1
q_8bfaeff4@rerun_24h,q_8bfaeff4,rerun_24h,Which areas are currently included in California's 48th congressional district?,1,p_q_8bfaeff4_2,2023–present: 300px central and eastern portions of san diego county,1,temporal_align_qa,2023,1,1,1,1
q_8c58ce9c@rerun_24h,q_8c58ce9c,rerun_24h,The Macrocarpa tree is native to what continent?,1,p_q_8c58ce9c_2,north america,1,triviaqa,,2,2,1,1
q_8d51049f@rerun_24h,q_8d51049f,rerun_24h,In which division is Westfields F.C. currently playing?,1,p_q_8d51049f_1,hellenic league premier division,1,temporal_align_qa,2023,1,1,1,1
q_8dc147d0@rerun_24h,q_8dc147d0,rerun_24h,In what country was the most recent winner of the Nobel Prize for Literature born?,2,p_q_8dc147d0_2|p_q_8dc147d0_0,norway,1,freshqa,2023,2,2,1,1
q_8e1c3bc4@rerun_24h,q_8e1c3bc4,rerun_24h,Which player won the Calder Memorial Trophy as the rookie of the year in the National Hockey League?,1,p_q_8e1c3bc4_1,matty beniers,1,temporal_align_qa,2023,1,1,1,1
q_8e283b0e@rerun_24h,q_8e283b0e,rerun_24h,What is the title of Julian Sands' latest film?,1,q_8e283b0e,double soul,1,temporal_align_qa,2023,1,1,1,1
