query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
p_q_b37309f3_2,heldout_400,1,1,q_b37309f3,Which horse won the Kameko Futurity Trophy?,Which animal was honored with the Kameko Futurity Trophy?,Which animal was honored with the Kameko Futurity Trophy?,Ancient Wisdom,Ancient Wisdom,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,437367.7459598193,rerun_24h,1,1,1,1
p_q_d23ca3b3_1,heldout_400,1,1,q_d23ca3b3,What is the current overall record of Tiger Park's team?,What percentage of wins have been achieved by Tiger Park's team thus far?,What percentage of wins have been achieved by Tiger Park's team thus far?,27-9,27-9,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,278460.2324849467,rerun_24h,1,1,1,1
p_q_3ec48396_1,heldout_400,1,1,q_3ec48396,What train model won the most recent Blue Ribbon Award (railway)?,What train category do you think has consistently earned the last Blue Ribbon Award (railway)?,What train category do you think has consistently earned the last Blue Ribbon Award (railway)?,HC85 series DEMU,HC85 series DEMU,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,263781.7439756748,rerun_24h,2,2,2,1
p_q_ebb666ba_3,heldout_400,1,1,q_ebb666ba,Who is the current Gatorade Player of the Year in volleyball?,Who is holding the position of Gatorade Champion in volleyball at present?,Who is holding the position of Gatorade Champion in volleyball at present?,Harper Murray,Harper Murray,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,540391.2676159851,rerun_24h,2,2,2,1
p_q_d093f991_3,heldout_400,1,1,q_d093f991,Which owner's horse won the Breeders' Cup Filly & Mare Turf?,Who captured the top spot in the Breeders' Cup Filly & Mare Turf competition?,Who captured the top spot in the Breeders' Cup Filly & Mare Turf competition?,Cheveley Park Stud,Cheveley Park Stud,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,475149.32939833147,rerun_24h,1,1,1,1
p_q_30b7af38_1,heldout_400,1,1,q_30b7af38,What is the name of the trainer who trained the victory horse in the most recent Takamatsunomiya Kinen?,What was the title of the trainer who trained the wintry horse in this new Takamatsunomiya Kinen?,What was the title of the trainer who trained the wintry horse in this new Takamatsunomiya Kinen?,Masayuki Nishimura,Masayuki Nishimura,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,396011.82283339143,rerun_24h,1,1,1,1
p_q_8500b23d_1,heldout_400,1,1,q_8500b23d,In which country did the most recent FIS Nordic Junior World Ski Championships take place?,"Among the participating nations, which one did it consist of the last year's FIS Nordic Junior World Ski Championships?","Among the participating nations, which one did it consist of the last year's FIS Nordic Junior World Ski Championships?",Canada,Canada,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,526731.7227211724,rerun_24h,1,1,1,1
p_q_180c42e7_2,heldout_400,1,1,q_180c42e7,Which horse won the most recent Nassau Stakes?,Which jock qualified as the winner of last year's Nassau Stakes?,Which jock qualified as the winner of last year's Nassau Stakes?,Al Husn,Al Husn,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,528282.9563666914,rerun_24h,1,1,1,1
p_q_3cff3dce_2,heldout_400,1,1,q_3cff3dce,Who is the latest recipient of the Gatorade National Baseball Player of the Year award?,Which player was recognized as the recipient of Gatorade National Baseball Player of the Year?,Which player was recognized as the recipient of Gatorade National Baseball Player of the Year?,Max Clark baseball,Max Clark baseball,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,376901.764680841,rerun_24h,1,1,1,1
p_q_33b33ec1_2,heldout_400,1,1,q_33b33ec1,What is the Portuguese title of the latest film submitted by Portugal for the Academy Award for Best International Feature Film?,Which movie has Portugal submitted as the latest submission for Best International Feature Film to win an Oscar?,Which movie has Portugal submitted as the latest submission for Best International Feature Film to win an Oscar?,Mal Viver,Mal Viver,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,434763.15663644456,rerun_24h,1,1,1,1
p_q_23194df6_1,heldout_400,1,1,q_23194df6,Who is the President of the East Texas Yamboree for the current festival?,Do you know who holds the position of President at this year's East Texas Yamboree festival?,Do you know who holds the position of President at this year's East Texas Yamboree festival?,Abigail Elaine Stewart,Abigail Elaine Stewart,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,73886.38527547446,rerun_12h,1,1,1,1
p_q_52957594_0,heldout_400,1,1,q_52957594,In which television series is LL Cool J currently starring as a main cast member?,Name LL Cool J's current popular television series?,Name LL Cool J's current popular television series?,Hip Hop Treasures,Hip Hop Treasures,1,6,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,306048.83858943824,rerun_24h,1,1,1,1
p_q_51c973e7_3,heldout_400,1,1,q_51c973e7,Who is the most recent NBA player to score 60 or more points in a single game?,"Which NBA player has reached the milestone of 60-plus points in a single game recently, and why?","Which NBA player has reached the milestone of 60-plus points in a single game recently, and why?",Damian Lillard,Damian Lillard,1,3,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,202480.460487602,rerun_24h,3,3,3,1
p_q_6657182b_0,heldout_400,1,1,q_6657182b,Which male athlete won the Callahan Award most recently?,Who was the most recent man to receive a Callahan Award?,Who was the most recent man to receive a Callahan Award?,Justin Burnett,Justin Burnett,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,358847.4654515924,rerun_24h,1,1,1,1
p_q_2f36649c_0,heldout_400,1,1,q_2f36649c,For which film was the National Board of Review Award for Best Actress most recently given?,Which film was honored with the best actress nomination for the National Board of Review Award last time?,Which film was honored with the best actress nomination for the National Board of Review Award last time?,Killers of the Flower Moon,Killers of the Flower Moon,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,45168.85547441113,rerun_12h,2,2,2,1
p_q_22adabe9_1,heldout_400,1,1,q_22adabe9,What was the model name of the Williams Grand Prix Engineering car that had USA Logan Sargeant and THA Alexander Albon as drivers?,Could you tell me the name of the engineering vehicle used at the Williams Grand Prix with Logan Sargeant from USA and Alexander Albon from THA?,Could you tell me the name of the engineering vehicle used at the Williams Grand Prix with Logan Sargeant from USA and Alexander Albon from THA?,FW45,FW45,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,368933.3753379334,rerun_24h,1,1,1,1
p_q_10fbddc5_2,heldout_400,1,1,q_10fbddc5,Which artists won the Grammy Award for Best Large Jazz Ensemble Album most recently?,Who are the individuals that currently hold the Best Large Jazz Ensemble award for the most recent Grammy Awards?,Who are the individuals that currently hold the Best Large Jazz Ensemble award for the most recent Grammy Awards?,"Steven Feifke, Bijon Watson & the Generation Gap Jazz Orchestra","Steven Feifke, Bijon Watson & the Generation Gap Jazz Orchestra",1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,324852.96157851524,rerun_24h,1,1,1,1
p_q_dd7cbef3_0,heldout_400,1,1,q_dd7cbef3,"In what month and year was the price of Bitcoin last above $40,000?","In which month and for how long was Bitcoin valued at $40,000?","In which month and for how long was Bitcoin valued at $40,000?",April 2022,April 2022,1,3,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,477586.48146662675,rerun_24h,2,2,2,1
p_q_1c1961cd_2,heldout_400,1,1,q_1c1961cd,In what country was the current Miss World born?,Can you tell me the country where Miss World was born?,Can you tell me the country where Miss World was born?,Poland,Poland,1,1,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,138332.98392126863,rerun_24h,1,1,1,1
p_q_611d707f_0,heldout_400,1,1,q_611d707f,What is the television show in which Christopher McDonald most recently appeared?,What was the name of Christopher McDonald's latest TV role?,What was the name of Christopher McDonald's latest TV role?,Captain Fall,Captain Fall,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,36749.36722502887,rerun_1h,1,1,1,1
p_q_cf72c65f_3,heldout_400,1,1,q_cf72c65f,Who won the latest NBA championship?,Which NBA player has won the most recent title?,Which NBA player has won the most recent title?,Denver Nuggets,Denver Nuggets,1,1,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,589981.8024902222,rerun_24h,2,1,1,1
p_q_113fc559_1,heldout_400,1,1,q_113fc559,Who is the most recent winner of the Beacon Award for the Fremantle Football Club?,Who's winnQ most recent Beacon Award for Fremantle Football Club?,Who's winnQ most recent Beacon Award for Fremantle Football Club?,Jye Amiss,Jye Amiss,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,518383.57445718424,rerun_24h,2,2,2,1
p_q_79078e30_1,heldout_400,1,1,q_79078e30,How many goals did the leading goalkicker for the West Coast Eagles score this season?,What is the number of goals that the leading goalkeeper for the West Coast Eagles scored this season?,What is the number of goals that the leading goalkeeper for the West Coast Eagles scored this season?,53,53,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,204397.42170097085,rerun_24h,2,2,2,1
p_q_c8436957_2,heldout_400,1,1,q_c8436957,In which ACB season did the most recent winner of the Most Valuable Player award play?,At which ACB season did the winner of the Most Valuable Player award play out most recently?,At which ACB season did the winner of the Most Valuable Player award play out most recently?,2022–23,2022–23,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,264358.2580422649,rerun_24h,1,1,1,1
p_q_ea668263_1,heldout_400,1,1,q_ea668263,Who is the translator that won the Oxford-Weidenfeld Translation Prize most recently?,Which translator was most recently granted the Oxford-Weidenfeld Translation Prize?,Which translator was most recently granted the Oxford-Weidenfeld Translation Prize?,Monica Cure,Monica Cure,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,312392.3685759831,rerun_24h,1,1,1,1
p_q_9fb844a5_3,heldout_400,1,1,q_9fb844a5,Who is the most recent recipient of the Robert F. Kennedy Human Rights Award?,Who has been awarded the Robert F. Kennedy Human Rights Prize most recently?,Who has been awarded the Robert F. Kennedy Human Rights Prize most recently?,Parlamento del Pueblo Xinka,Parlamento del Pueblo Xinka,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,101741.74534389836,rerun_24h,2,2,2,1
p_q_2cbafc2e_1,heldout_400,1,1,q_2cbafc2e,What is the English title of the latest film submitted by Iceland for the Academy Award for Best International Feature Film?,What is the name of the most recent film that Iceland submitted to receive the Best International Feature Film award at the Oscars in English?,What is the name of the most recent film that Iceland submitted to receive the Best International Feature Film award at the Oscars in English?,Godland,Godland,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,275044.3628769409,rerun_24h,1,1,1,1
p_q_77f52421_1,heldout_400,1,1,q_77f52421,Which horse won the Santa Anita Handicap most recently?,Which horse is currently winning the Santa Anita Handicap?,Which horse is currently winning the Santa Anita Handicap?,Stilleto Boy,Stilleto Boy,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,533763.6484876708,rerun_24h,2,2,2,1
p_q_e52c4939_1,heldout_400,1,1,q_e52c4939,Which horse won the Los Alamitos Futurity most recently?,Which horse was selected as the winner of the latest Los Alamitos Futurity race?,Which horse was selected as the winner of the latest Los Alamitos Futurity race?,Wynstock,Wynstock,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,513405.343637642,rerun_24h,1,1,1,1
p_q_1816d40e_1,heldout_400,1,1,q_1816d40e,Which video game did Vanessa Marshall voice a character in?,What's the title of video game where Vanessa Marshall voiced a character?,What's the title of video game where Vanessa Marshall voiced a character?,Justice League: Cosmic Chaos,Justice League: Cosmic Chaos,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,580249.0569436066,rerun_24h,1,1,1,1
p_q_91044e4b_2,heldout_400,1,1,q_91044e4b,What film does Thomas Lennon most recently appear in?,What movie has Thomas Lennon starred in recently?,What movie has Thomas Lennon starred in recently?,Zoey 102,Zoey 102,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,269552.5391764928,rerun_24h,1,1,1,1
p_q_0095371b_0,heldout_400,1,1,q_0095371b,In which city was the ILCA 7 World Championship held?,Where the ILCA 7 World Championship took place?,Where the ILCA 7 World Championship took place?,The Hague,The Hague,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,363511.04322611005,rerun_24h,1,1,1,1
p_q_2c023058_3,heldout_400,1,1,q_2c023058,How many fatalities were reported as a result of the Atlantic hurricane season?,How many individuals perished due to the Atlantic hurricane season?,How many individuals perished due to the Atlantic hurricane season?,15,15,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,149208.34719534265,rerun_24h,2,2,2,1
p_q_534fcd60_3,heldout_400,1,1,q_534fcd60,How many novels has Stephen King published?,What is the count of novels Stephen King hasauthored?,What is the count of novels Stephen King hasauthored?,66 novels,66 novels,1,4,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,202449.21215963396,rerun_24h,2,2,2,1
q_5aac65b6,heldout_400,1,0,q_5aac65b6,Which film won the Toronto International Film Festival People's Choice Award most recently?,,Which film won the Toronto International Film Festival People's Choice Award most recently?,The Holdovers,The Holdovers,1,3,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,47146.67060403753,rerun_12h,1,1,1,1
q_3c8d7d2d,heldout_400,1,0,q_3c8d7d2d,Where did the most recent Texas Rangers first-round draft pick attend school?,,Where did the most recent Texas Rangers first-round draft pick attend school?,University of Florida,University of Florida,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,51755.85660973713,rerun_12h,1,1,1,1
q_af23c4b7,heldout_400,1,0,q_af23c4b7,Which college did the Pittsburgh Steelers' first round draft pick attend?,,Which college did the Pittsburgh Steelers' first round draft pick attend?,Georgia,Georgia,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,203688.2067516497,rerun_24h,1,1,1,1
q_f9667c6d,heldout_400,1,0,q_f9667c6d,Which jockey rode the winning horse in the most recent Coronation Stakes?,,Which jockey rode the winning horse in the most recent Coronation Stakes?,Chris Hayes,Chris Hayes,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,177301.99933153857,rerun_24h,2,2,2,1
q_dcc6b248,heldout_400,1,0,q_dcc6b248,Who is the latest WNBA player to win the Rookie of the Year Award?,,Who is the latest WNBA player to win the Rookie of the Year Award?,Aliyah Boston,Aliyah Boston,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,142303.87015941337,rerun_24h,1,1,1,1
q_6a9f5944,heldout_400,1,0,q_6a9f5944,Which entity owned the winning horse of the most recent Arkansas Derby?,,Which entity owned the winning horse of the most recent Arkansas Derby?,Albaugh Family Stables,Albaugh Family Stables,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,144539.91411880357,rerun_24h,2,2,2,1
q_5e68b428,heldout_400,1,0,q_5e68b428,From which city is the latest winner of the Bulwer-Lytton Fiction Contest?,,From which city is the latest winner of the Bulwer-Lytton Fiction Contest?,"Maya Pasic New York, New York","Maya Pasic New York, New York",1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,41406.11003089812,rerun_1h,2,2,2,1
q_b5910f81,heldout_400,1,0,q_b5910f81,What is the batting average (AVG) of the National League Silver Slugger Award winner at second base?,,What is the batting average (AVG) of the National League Silver Slugger Award winner at second base?,0.354,0.354,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,191582.11914409502,rerun_24h,1,1,1,1
q_9b65bcba,heldout_400,1,0,q_9b65bcba,Which horse won the last Irish Gold Cup?,,Which horse won the last Irish Gold Cup?,Galopin Des Champs,Galopin Des Champs,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,22585.275239634284,rerun_1h,2,2,2,1
q_88bc6deb,heldout_400,1,0,q_88bc6deb,Who was the Lead for the team that clinched the title at the most recent United States Junior Men's Curling Championship?,,Who was the Lead for the team that clinched the title at the most recent United States Junior Men's Curling Championship?,Jackson Armstrong,Jackson Armstrong,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,243585.41580318916,rerun_24h,2,2,2,1
q_595ca0b6,heldout_400,1,0,q_595ca0b6,Who finished third in the latest edition of the World Freshwater Angling Championships?,,Who finished third in the latest edition of the World Freshwater Angling Championships?,England Sean Ashby,England Sean Ashby,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,183244.40415113405,rerun_24h,2,2,2,1
q_2ca95d4e,heldout_400,1,0,q_2ca95d4e,Who claimed the Points classification victory in the Vuelta a Burgos men's race?,,Who claimed the Points classification victory in the Vuelta a Burgos men's race?,Primož Roglič,Primož Roglič,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,38128.24753108093,rerun_1h,1,1,1,1
q_5d7bcc7e,heldout_400,1,0,q_5d7bcc7e,Who is the most recent recipient of the Anisfield-Wolf Book Award for Lifetime Achievement?,,Who is the most recent recipient of the Anisfield-Wolf Book Award for Lifetime Achievement?,Charlayne Hunter-Gault,Charlayne Hunter-Gault,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,165273.69845668998,rerun_24h,2,2,2,1
q_6657182b,heldout_400,1,0,q_6657182b,Which male athlete won the Callahan Award most recently?,,Which male athlete won the Callahan Award most recently?,Justin Burnett,Justin Burnett,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,6940.3381100948,rerun_1h,1,1,1,1
p_q_7889631c_0,heldout_400,1,1,q_7889631c,What is the name of the Spokesperson for the United States Department of State who represents the current administration?,What is the real identity of our administration Secretary of State?,What is the real identity of our administration Secretary of State?,Matthew Miller,Matthew Miller,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,470345.9167192309,rerun_24h,2,2,2,1
p_q_4ec7b3d4_1,heldout_400,1,1,q_4ec7b3d4,Who holds the UAE Pro League top scorer title?,Which individual is considered the most successful player in Dubai Pro League cricket?,Which individual is considered the most successful player in Dubai Pro League cricket?,Kodjo Laba,Kodjo Laba,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,335325.786141856,rerun_24h,1,1,1,1
p_q_613da476_0,heldout_400,1,1,q_613da476,Who is the winner of the most recent Grandmaster Tournament at the Biel Chess Festival?,Awarded at the most recent Grandmaster Tournament of den vereinigten Schweizer Chess Fest in Biel.,Awarded at the most recent Grandmaster Tournament of den vereinigten Schweizer Chess Fest in Biel.,Lê Quang Liêm,Lê Quang Liêm,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,252804.20247167096,rerun_24h,1,1,1,1
p_q_0df35e70_1,heldout_400,1,1,q_0df35e70,Who trained the winning horse of the Celebration Mile?,Who worked with the Horse that Socked on Pupa! Prize Races Celebration Mile?,Who worked with the Horse that Socked on Pupa! Prize Races Celebration Mile?,Ralph Beckett,Ralph Beckett,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,308397.99849816615,rerun_24h,1,1,1,1
p_q_e9470503_0,heldout_400,1,1,q_e9470503,Who is the current skip of the men's champion team in the CurlON Championships?,Who holds the title of your maverick and last in CurlON Championships (moncages) skip in history?,Who holds the title of your maverick and last in CurlON Championships (moncages) skip in history?,Bryan Cochrane,Bryan Cochrane,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,280314.29943701305,rerun_24h,2,2,2,1
p_q_c6088f4c_2,heldout_400,1,1,q_c6088f4c,Which football club won the Kategoria e Parë championship title?,Which team or individual emerged as the champion of Kategoria e Par?,Which team or individual emerged as the champion of Kategoria e Par?,Skënderbeu,Skënderbeu,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,601055.4328313426,rerun_24h,1,1,1,1
p_q_1ef14187_0,heldout_400,1,1,q_1ef14187,Which team took the victory at the most recent 12 Hours of Sebring race?,Who earned the championship title by setting new records for lap time at 12 hours of sebring?,Who earned the championship title by setting new records for lap time at 12 hours of sebring?,Whelen Engineering Racing,Whelen Engineering Racing,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,524286.66819751414,rerun_24h,3,3,3,1
p_q_25725075_0,heldout_400,1,1,q_25725075,Which team is the current champion of the Liga Departamental de Áncash?,Who won Liga Departamental de ncash gold?,Who won Liga Departamental de ncash gold?,San Marcos,San Marcos,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,139941.91793384805,rerun_24h,1,1,1,1
p_q_032b7664_1,heldout_400,1,1,q_032b7664,Who are presenting the trophy at the Kentucky Derby?,Who is achieving the milestone in being the owner of the Kentucky Derby crown?,Who is achieving the milestone in being the owner of the Kentucky Derby crown?,Rebecca Lowe and Ahmed Fareed,Rebecca Lowe and Ahmed Fareed,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,76865.41095103437,rerun_12h,1,1,1,1
p_q_039dd524_2,heldout_400,1,1,q_039dd524,From what school did the latest Dan Hodge Trophy winner come from?,In which academic setting did the recent Dan Hodge Trophy victorian make his outing?,In which academic setting did the recent Dan Hodge Trophy victorian make his outing?,Michigan,Michigan,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,238557.47915708186,rerun_24h,2,2,2,1
p_q_268237ac_1,heldout_400,1,1,q_268237ac,Who was the jockey riding the winning horse in the latest Tenno Sho Autumn?,Who presented the outstanding mount in Tenno Sho Autumn #2?,Who presented the outstanding mount in Tenno Sho Autumn #2?,Christophe Lemaire,Christophe Lemaire,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,227881.4853860286,rerun_24h,2,2,2,1
p_q_33ca27e1_3,heldout_400,1,1,q_33ca27e1,Who was the jockey for the winning horse at the Musidora Stakes?,Who was chosen as the top horse by Warwick as colt’s third season winner at Musidora Stakes?,Who was chosen as the top horse by Warwick as colt’s third season winner at Musidora Stakes?,Frankie Dettori,Frankie Dettori,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,344915.52572444285,rerun_24h,1,1,1,1
p_q_3f0409f7_0,heldout_400,1,1,q_3f0409f7,Which team was led by the most recent WNBA Coach of the Year Award winner?,"If they were up for the coveted Coach of Year Award in basketball, which team would have gone on to carry those players?","If they were up for the coveted Coach of Year Award in basketball, which team would have gone on to carry those players?",Connecticut Sun,Connecticut Sun,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,391346.5733766629,rerun_24h,1,1,1,1
p_q_802fd2cb_1,heldout_400,1,1,q_802fd2cb,Who is the current head coach of C.D. Guadalajara?,Whopresently serves as the chief advisor for C.D. Guadalajaro?,Whopresently serves as the chief advisor for C.D. Guadalajaro?,SRB Veljko Paunović,SRB Veljko Paunović,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,401512.16099014133,rerun_24h,2,2,2,1
p_q_33ca27e1_0,heldout_400,1,1,q_33ca27e1,Who was the jockey for the winning horse at the Musidora Stakes?,Who came out of the field with swedish Arabia in the Musidora Stakes?,Who came out of the field with swedish Arabia in the Musidora Stakes?,Frankie Dettori,Frankie Dettori,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,545771.5256065661,rerun_24h,1,1,1,1
p_q_7810cebf_0,heldout_400,1,1,q_7810cebf,Who is the current head coach of the Los Angeles Sparks?,Which management style does the leading guy at LA Sparks apply to?,Which management style does the leading guy at LA Sparks apply to?,Curt Miller,Curt Miller,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,560791.9043847197,rerun_24h,2,2,2,1
p_q_039dd524_1,heldout_400,1,1,q_039dd524,From what school did the latest Dan Hodge Trophy winner come from?,Where did the Dan Hodge Trophy match happen?,Where did the Dan Hodge Trophy match happen?,Michigan,Michigan,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,251062.65295052624,rerun_24h,2,2,2,1
p_q_2ac34d0d_1,heldout_400,1,1,q_2ac34d0d,Which jockey rode the winning horse in the most recent February Stakes?,Who was backing in the recent February Stakes victory?,Who was backing in the recent February Stakes victory?,Ryusei Sakai,Ryusei Sakai,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,588959.191356715,rerun_24h,3,3,3,1
p_q_a3b0afc4_2,heldout_400,1,1,q_a3b0afc4,Who is the leading scorer in the Israeli Basketball Premier League?,"Among the players from the Israeli Basketball Premier League, who is commonly întâlnied?","Among the players from the Israeli Basketball Premier League, who is commonly întâlnied?",Tyler Bey,Tyler Bey,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,228461.30028519628,rerun_24h,1,1,1,1
p_q_470d2d0f_2,heldout_400,1,1,q_470d2d0f,Who is the most recent recipient of the Edgar Martínez Award?,Can you tell me the name of the most recent award recipient for Edgar Martnez Awards?,Can you tell me the name of the most recent award recipient for Edgar Martnez Awards?,Shohei Ohtani,Shohei Ohtani,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,589504.275528526,rerun_24h,1,1,1,1
p_q_4e2156f7_3,heldout_400,1,1,q_4e2156f7,Who is the coach of the team that won the most recent Úrvalsdeild karla (basketball) championship?,What is the team manager's name from the list that won the rvalsdeild karla (basketball) championship in 1998?,What is the team manager's name from the list that won the rvalsdeild karla (basketball) championship in 1998?,Pavel Ermolinskij,Pavel Ermolinskij,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,321263.82279459276,rerun_24h,1,1,1,1
